,公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG,ESG_ByPR
213,南緯,紡織纖維,1467,67,61,85,41,85,53,33,89,61,53,45,87,93,87,63,41,83,67,65,95,95,45,89,87,89,1,1,1,1,70
214,昶和,紡織纖維,1468,71,69,51,61,57,63,97,43,53,87,33,61,77,25,51,91,81,55,49,91,63,89,39,45,53,1,1,1,1,62
215,大統新創,紡織纖維,1470,61,65,63,59,79,95,87,39,43,57,75,53,85,23,45,37,79,81,93,89,89,91,35,41,47,1,1,1,1,64
216,台南,紡織纖維,1473,49,53,33,87,63,51,61,61,95,59,19,71,83,85,97,35,93,25,23,35,53,31,63,61,57,1,1,1,1,58
217,弘裕,紡織纖維,1474,51,57,59,65,39,61,55,73,81,61,25,75,65,83,71,33,75,65,67,59,81,93,59,63,71,1,1,1,1,63
218,業旺,紡織纖維,1475,79,79,31,73,35,81,63,41,55,63,35,59,75,29,53,99,71,63,37,87,87,95,37,43,55,1,1,1,1,61
219,儒鴻,紡織纖維,1476,93,93,93,27,83,35,49,31,93,95,89,55,29,65,93,27,95,61,71,97,61,97,25,29,91,1,1,1,1,67
220,聚陽,紡織纖維,1477,99,99,99,19,99,69,71,83,87,99,39,95,91,73,89,21,69,19,21,69,59,47,81,89,79,1,1,1,1,71
221,如興,紡織纖維,4414,97,97,97,23,67,75,69,95,65,69,55,77,79,71,67,61,67,59,57,55,73,43,61,67,83,1,1,1,1,69
222,利勤,紡織纖維,4426,19,19,19,99,89,23,21,59,39,71,21,67,87,67,33,83,65,93,81,23,99,35,69,65,41,1,1,1,1,55
223,廣越,紡織纖維,4438,91,91,91,25,97,71,67,45,45,93,59,57,73,57,41,77,63,97,77,79,93,29,67,37,43,1,1,1,1,67
224,冠星-KY,紡織纖維,4439,85,87,81,29,73,87,91,37,49,89,41,47,69,45,57,89,61,91,95,77,45,27,57,33,45,1,1,1,1,63
225,宜新實業,紡織纖維,4440,73,81,71,33,25,99,99,69,47,81,99,73,81,97,43,95,27,53,47,47,19,69,79,77,51,1,1,1,1,65
226,大魯閣,運動休閒,1432,1,1,1,99,64,15,1,71,78,15,50,92,71,15,92,43,92,36,29,1,85,43,29,71,92,1,1,1,1,47
227,岱宇,運動休閒,1598,22,22,29,71,43,64,99,57,99,29,99,57,57,92,99,99,71,78,43,50,78,99,92,50,99,1,1,1,1,68
228,喬山,運動休閒,1736,29,29,36,57,36,50,36,64,71,78,43,85,64,8,85,22,64,8,15,29,92,36,22,64,85,1,1,1,1,48
229,拓凱,運動休閒,4536,64,64,43,64,15,78,50,99,36,64,92,78,78,85,78,36,57,71,64,43,71,92,78,78,78,1,1,1,1,66
230,桂盟,運動休閒,5306,99,99,57,36,50,99,92,85,57,99,85,99,99,78,57,85,50,64,50,99,64,85,71,99,57,1,1,1,1,77
231,復盛應用,運動休閒,6670,50,50,64,29,29,36,22,43,1,57,29,29,36,71,50,57,43,99,99,22,57,15,15,15,50,1,1,1,1,43
232,志強-KY,運動休閒,6768,85,85,50,43,78,71,64,92,29,50,78,71,85,64,71,78,36,92,92,92,50,78,64,92,71,1,1,1,1,70
233,柏文,運動休閒,8462,36,36,8,92,99,43,43,22,22,22,36,50,43,57,1,71,29,29,8,15,43,50,43,29,15,1,1,1,1,38
234,波力-KY,運動休閒,8467,15,15,22,85,1,92,85,36,8,8,1,22,29,50,43,64,22,22,1,8,99,22,99,57,43,1,1,1,1,38
235,東哥遊艇,運動休閒,8478,78,78,78,8,22,57,29,78,15,1,71,64,92,43,64,92,15,85,85,85,36,71,57,85,64,1,1,1,1,58
236,鈺齊-KY,運動休閒,9802,8,8,15,78,57,8,8,15,43,85,22,36,15,36,8,50,99,57,57,78,29,29,85,43,36,1,1,1,1,40
237,寶成,運動休閒,9904,43,43,71,50,92,29,57,1,64,43,15,1,1,1,22,29,8,15,36,71,22,1,1,1,8,1,1,1,1,29
238,豐泰,運動休閒,9910,92,92,99,1,85,1,71,8,92,71,8,8,8,99,15,8,85,50,78,64,15,8,8,8,22,1,1,1,1,44
239,美利達,運動休閒,9914,71,71,92,15,8,22,15,50,50,36,64,43,50,22,29,1,78,1,22,36,8,64,50,36,1,1,1,1,1,37
240,巨大,運動休閒,9921,57,57,85,22,71,85,78,29,85,92,57,15,22,29,36,15,1,43,71,57,1,57,36,22,29,1,1,1,1,46
241,首利,電子零組件業,1471,53,52,46,38,66,99,99,24,65,57,38,40,75,22,33,94,89,23,14,11,84,35,31,28,42,1,1,1,1,50
242,信錦,電子零組件業,1582,65,64,73,27,43,57,65,52,74,76,9,88,96,62,82,55,95,39,37,84,45,38,63,52,83,1,1,1,1,61
243,川湖,電子零組件業,2059,30,31,48,52,68,55,48,73,60,88,49,50,65,36,86,60,97,27,21,71,75,76,51,68,69,1,1,1,1,58
244,台達電,電子零組件業,2308,85,85,94,10,80,7,10,13,17,99,5,12,18,9,16,17,96,34,61,72,48,22,6,14,21,1,1,1,1,38
245,華通,電子零組件業,2313,48,47,67,29,39,15,32,18,86,79,60,37,21,76,19,40,33,33,51,29,91,89,95,23,34,1,1,1,1,48
246,楠梓電,電子零組件業,2316,6,5,11,84,50,30,31,22,80,24,64,34,29,75,71,41,34,31,27,19,49,23,34,36,88,1,1,1,1,40
247,國巨,電子零組件業,2327,36,40,44,60,86,27,44,44,63,97,53,32,22,21,38,43,35,77,77,7,82,26,28,31,49,1,1,1,1,46
248,廣宇,電子零組件業,2328,92,92,90,13,69,60,64,91,97,25,42,89,99,78,79,66,36,76,76,57,93,85,88,93,91,1,1,1,1,74
249,敬鵬,電子零組件業,2355,22,25,31,67,63,16,21,94,29,26,32,19,16,33,22,45,37,26,24,35,52,93,67,13,71,1,1,1,1,39
250,燿華,電子零組件業,2367,13,13,12,88,26,46,52,21,81,27,43,33,23,24,68,61,38,44,33,75,57,17,29,26,77,1,1,1,1,41
251,金像電,電子零組件業,2368,43,45,47,63,58,11,25,10,19,81,44,7,12,23,15,47,39,7,7,36,64,92,91,12,27,1,1,1,1,37
252,凱美,電子零組件業,2375,86,86,41,39,89,63,63,96,26,28,45,46,66,70,6,97,15,73,73,16,86,94,87,91,10,1,1,1,1,60
253,台光電,電子零組件業,2383,72,72,70,36,33,35,34,61,95,98,46,13,38,37,83,64,40,69,72,62,7,30,21,27,64,1,1,1,1,51
254,群光,電子零組件業,2385,97,97,98,6,23,19,62,23,5,95,13,25,26,5,5,52,42,46,47,50,11,39,79,35,7,1,1,1,1,40
255,正崴,電子零組件業,2392,76,75,88,17,54,64,61,16,32,29,47,16,15,63,24,38,51,50,54,70,88,64,57,70,31,1,1,1,1,50
256,毅嘉,電子零組件業,2402,26,29,5,97,62,32,7,60,92,31,48,90,89,39,81,56,43,51,36,43,71,67,64,76,65,1,1,1,1,54
257,環科,電子零組件業,2413,5,8,7,98,24,31,15,86,68,38,50,71,79,61,52,49,44,28,32,60,14,80,86,88,94,1,1,1,1,51
258,錩新,電子零組件業,2415,88,87,76,25,72,66,60,38,41,64,54,91,90,67,42,59,45,41,45,34,78,27,68,44,46,1,1,1,1,58
259,新巨,電子零組件業,2420,17,19,14,89,87,38,20,85,67,65,55,66,74,60,43,54,9,82,79,56,18,83,99,99,97,1,1,1,1,59
260,建準,電子零組件業,2421,44,37,58,50,56,5,59,17,33,32,57,47,33,73,34,21,92,10,9,24,79,98,92,96,32,1,1,1,1,48
261,興勤,電子零組件業,2428,52,54,62,54,91,53,46,72,94,77,58,73,70,80,94,63,46,49,34,55,19,78,81,83,14,1,1,1,1,62
262,聯昌,電子零組件業,2431,51,50,52,45,23,61,58,49,43,33,39,63,54,31,41,13,47,24,67,53,20,53,40,58,17,1,1,1,1,43
263,太空梭,電子零組件業,2440,73,73,72,23,66,65,57,68,45,34,22,15,19,42,39,65,48,48,38,73,96,42,26,34,18,1,1,1,1,48
264,飛宏,電子零組件業,2457,58,55,65,42,67,41,36,37,30,35,35,54,32,86,32,16,49,83,91,13,28,48,33,49,39,1,1,1,1,46
265,建通,電子零組件業,2460,29,30,32,69,32,62,56,79,37,36,40,29,24,26,26,67,50,98,98,51,73,71,61,19,56,1,1,1,1,50
266,良得電,電子零組件業,2462,80,79,81,21,56,59,55,69,44,37,23,14,20,41,8,26,31,47,55,15,81,43,27,32,15,1,1,1,1,42
267,志聖,電子零組件業,2467,75,77,86,20,37,42,27,88,70,23,62,92,91,92,53,62,32,96,97,87,98,96,60,79,92,1,1,1,1,69
268,立隆電,電子零組件業,2472,83,82,85,18,92,58,53,20,88,84,61,93,92,91,63,58,14,95,96,77,29,95,97,95,43,1,1,1,1,70
269,鉅祥,電子零組件業,2476,23,28,37,62,74,29,13,78,38,30,59,30,25,25,25,57,41,13,13,97,31,24,23,20,57,1,1,1,1,38
270,大毅,電子零組件業,2478,60,62,43,71,70,36,33,46,98,22,56,60,35,59,99,32,19,14,22,96,33,28,48,43,99,1,1,1,1,51
271,百容,電子零組件業,2483,10,11,8,94,35,21,8,87,69,68,52,72,84,90,50,34,27,15,26,95,34,82,76,84,93,1,1,1,1,53
272,希華,電子零組件業,2484,20,21,28,73,77,69,66,64,56,12,41,57,60,89,31,15,26,92,94,49,66,61,52,67,50,1,1,1,1,53
273,華新科,電子零組件業,2492,34,36,49,68,94,37,47,19,96,70,51,20,13,28,62,33,24,91,93,22,21,19,20,24,73,1,1,1,1,46
274,揚博,電子零組件業,2493,69,69,82,24,82,85,68,70,46,6,24,22,36,43,40,70,8,45,35,93,83,41,25,33,16,1,1,1,1,49
275,健和興,電子零組件業,3003,28,27,17,86,51,47,43,66,99,7,63,74,67,88,89,83,22,89,92,20,72,72,59,78,98,1,1,1,1,61
276,今皓,電子零組件業,3011,39,41,30,82,39,98,69,8,76,8,14,8,9,15,60,93,10,52,42,5,68,8,12,9,80,1,1,1,1,39
277,全漢,電子零組件業,3015,64,65,77,26,71,43,41,56,51,75,18,43,55,97,48,18,20,43,62,92,32,88,90,69,70,1,1,1,1,57
278,鴻名,電子零組件業,3021,18,17,36,75,99,97,98,67,78,74,31,45,58,34,61,31,13,42,57,10,80,60,43,61,89,1,1,1,1,55
279,信邦,電子零組件業,3023,27,26,33,90,96,23,16,71,73,9,27,38,45,30,55,11,29,36,64,59,30,62,38,55,78,1,1,1,1,45
280,禾伸堂,電子零組件業,3026,55,58,63,57,97,20,11,47,61,80,36,65,42,54,46,30,18,86,90,26,92,40,56,50,58,1,1,1,1,54
281,偉訓,電子零組件業,3032,87,88,75,22,28,96,97,25,59,10,25,53,57,40,59,50,16,40,48,90,94,36,65,53,75,1,1,1,1,56
282,欣興,電子零組件業,3037,50,51,60,48,55,12,40,5,23,91,66,9,7,14,20,29,21,35,60,61,27,9,15,6,33,1,1,1,1,34
283,晶技,電子零組件業,3042,62,68,83,33,44,28,19,50,58,82,34,67,46,49,65,11,93,19,31,89,26,58,62,72,67,1,1,1,1,53
284,健鼎,電子零組件業,3044,56,59,29,95,45,95,96,6,84,83,11,5,6,19,73,28,23,37,58,98,25,5,7,5,82,1,1,1,1,45
285,立德,電子零組件業,3058,70,70,66,49,39,94,95,51,57,11,20,51,47,55,47,25,25,38,56,30,24,7,14,59,62,1,1,1,1,46
286,日電貿,電子零組件業,3090,45,42,59,46,93,56,29,99,53,72,75,87,97,45,67,12,28,11,28,86,23,99,94,97,60,1,1,1,1,60
287,鴻碩,電子零組件業,3092,91,91,79,47,68,6,6,59,89,71,98,41,61,32,77,92,52,72,89,85,22,75,75,81,96,1,1,1,1,66
288,晟鈦,電子零組件業,3229,9,6,10,91,84,68,67,62,77,40,99,95,94,79,91,69,53,99,99,6,67,54,69,73,66,1,1,1,1,65
289,勝德,電子零組件業,3296,35,35,39,53,76,48,12,90,35,13,30,77,83,35,30,96,6,21,10,63,6,73,44,92,40,1,1,1,1,46
290,聯德,電子零組件業,3308,59,53,25,58,85,93,94,9,36,20,15,10,10,16,35,91,54,20,17,83,95,6,13,10,41,1,1,1,1,42
291,同泰,電子零組件業,3321,11,9,9,92,78,22,9,42,71,14,96,94,93,69,84,90,76,60,46,12,74,87,93,62,76,1,1,1,1,59
292,泰碩,電子零組件業,3338,67,66,61,32,27,92,93,53,55,15,21,52,51,56,58,24,94,68,59,82,17,68,72,71,68,1,1,1,1,57
293,新日興,電子零組件業,3376,7,10,15,99,27,18,18,75,64,92,28,55,39,44,87,53,77,84,86,41,16,63,58,75,74,1,1,1,1,52
294,台端,電子零組件業,3432,81,81,53,55,99,91,92,58,24,16,95,99,59,53,57,99,17,66,29,27,15,69,71,77,35,1,1,1,1,61
295,維熹,電子零組件業,3501,16,15,13,93,98,90,91,65,75,17,37,64,56,50,70,89,78,18,16,80,99,91,89,94,87,1,1,1,1,64
296,嘉澤,電子零組件業,3533,96,96,93,14,64,89,90,35,42,87,94,23,28,20,80,88,79,17,19,28,13,44,80,25,47,1,1,1,1,56
297,聯穎,電子零組件業,3550,57,56,51,41,79,88,89,41,27,18,93,69,62,18,28,87,80,85,83,79,12,49,53,64,36,1,1,1,1,58
298,力銘,電子零組件業,3593,41,39,27,59,30,87,88,40,47,19,16,68,63,51,45,22,81,63,52,39,70,50,54,65,52,1,1,1,1,51
299,宏致,電子零組件業,3605,40,34,54,61,88,39,30,83,9,21,92,75,77,57,49,98,12,87,95,38,10,81,85,87,25,1,1,1,1,57
300,谷崧,電子零組件業,3607,14,12,20,78,34,86,87,54,48,39,29,56,41,52,44,86,5,88,80,69,9,74,66,80,53,1,1,1,1,52
301,達邁,電子零組件業,3645,42,43,55,40,52,84,86,39,28,50,91,70,64,17,27,23,84,9,8,23,8,51,55,63,37,1,1,1,1,46
302,健策,電子零組件業,3653,38,46,40,65,61,24,26,28,34,41,90,58,43,83,37,19,82,61,63,46,85,45,46,54,48,1,1,1,1,51
303,新至陞,電子零組件業,3679,90,90,26,64,82,34,85,93,18,58,89,96,72,84,7,35,83,16,25,78,35,84,84,89,29,1,1,1,1,62
304,銘鈺,電子零組件業,4545,19,20,19,85,83,44,35,48,21,60,88,42,69,85,23,85,88,90,84,64,36,56,49,66,44,1,1,1,1,56
305,聯德控股-KY,電子零組件業,4912,37,38,38,72,41,8,5,81,6,63,6,97,98,98,92,27,98,93,85,67,37,77,41,60,20,1,1,1,1,55
306,致伸,電子零組件業,4915,94,94,97,7,65,17,45,26,62,94,12,31,27,10,54,36,99,56,53,54,38,59,30,45,63,1,1,1,1,51
307,泰鼎-KY,電子零組件業,4927,24,22,24,80,81,10,23,15,20,85,87,21,17,29,17,20,85,94,87,52,65,21,18,22,30,1,1,1,1,42
308,康控-KY,電子零組件業,4943,89,89,91,11,23,70,84,11,50,62,17,11,8,13,36,71,86,97,88,14,69,13,19,15,45,1,1,1,1,47
309,臻鼎-KY,電子零組件業,4958,25,23,23,79,42,14,51,7,39,89,33,6,5,27,29,84,87,81,82,76,63,10,8,7,38,1,1,1,1,41
310,榮科,電子零組件業,4989,77,74,87,16,59,83,83,45,91,61,86,80,88,87,98,82,75,12,18,21,62,37,77,51,72,1,1,1,1,65
311,鑫禾,電子零組件業,4999,32,32,35,83,66,82,82,76,7,59,85,82,71,81,93,42,91,64,50,48,61,97,78,85,22,1,1,1,1,64
312,瀚宇博,電子零組件業,5469,61,61,56,43,47,33,17,43,87,55,84,49,50,96,78,11,73,65,66,45,60,18,39,29,81,1,1,1,1,54
313,競國,電子零組件業,6108,12,16,16,77,50,81,81,36,85,54,83,59,52,99,76,95,72,6,5,47,59,34,70,47,90,1,1,1,1,56
314,鎰勝,電子零組件業,6115,54,57,57,51,60,80,80,92,25,53,82,78,81,93,10,46,74,22,23,25,58,55,74,74,8,1,1,1,1,56
315,金橋,電子零組件業,6133,33,33,34,74,47,79,79,32,82,52,68,28,37,64,75,81,7,54,43,9,97,31,36,39,86,1,1,1,1,52
316,柏承,電子零組件業,6141,15,14,18,87,25,40,22,34,83,51,69,27,44,65,72,80,55,58,40,81,56,32,42,42,84,1,1,1,1,49
317,嘉聯益,電子零組件業,6153,21,18,21,81,46,25,37,33,16,73,70,18,40,58,74,51,56,59,49,65,55,29,37,40,85,1,1,1,1,46
318,鈞寶,電子零組件業,6155,8,7,6,96,75,51,28,74,66,56,71,85,68,68,90,11,57,57,65,18,54,79,73,82,19,1,1,1,1,55
319,精成科,電子零組件業,6191,99,99,99,5,57,78,78,14,31,49,7,98,14,12,18,48,58,70,81,68,53,11,16,11,28,1,1,1,1,48
320,佳必琪,電子零組件業,6197,71,71,68,31,90,52,24,80,14,48,72,44,76,8,14,79,59,29,15,99,76,14,9,16,6,1,1,1,1,47
321,詮欣,電子零組件業,6205,47,49,45,70,95,77,77,57,12,67,73,86,87,66,97,78,11,30,20,94,51,46,50,56,24,1,1,1,1,59
322,聯茂,電子零組件業,6213,68,67,64,66,39,76,76,77,8,96,67,36,73,71,88,44,90,8,11,66,50,47,45,57,23,1,1,1,1,57
323,聚鼎,電子零組件業,6224,78,78,74,28,31,54,49,82,54,66,74,76,78,47,9,14,60,71,75,8,90,12,5,8,61,1,1,1,1,51
324,台郡,電子零組件業,6269,31,24,22,76,48,50,50,29,79,90,76,61,34,72,69,11,61,25,30,58,87,33,35,38,79,1,1,1,1,51
325,康舒,電子零組件業,6282,63,60,80,37,29,13,39,27,13,69,77,39,31,7,13,11,62,74,69,44,47,57,22,30,5,1,1,1,1,41
326,群電,電子零組件業,6412,95,95,96,8,55,75,75,30,93,93,19,35,30,6,95,77,63,32,12,40,46,70,24,37,54,1,1,1,1,54
327,鈺邦,電子零組件業,6449,82,83,78,35,53,74,74,89,52,47,10,79,82,46,11,76,64,75,70,33,77,15,10,17,11,1,1,1,1,54
328,騰輝電子-KY,電子零組件業,6672,46,48,42,56,49,26,14,55,90,78,26,24,49,94,85,75,65,80,74,37,44,90,96,46,95,1,1,1,1,59
329,嘉基,電子零組件業,6715,84,84,84,19,40,9,73,84,10,46,78,62,80,74,51,74,66,62,44,88,43,16,11,18,26,1,1,1,1,53
330,AES-KY,電子零組件業,6781,79,80,71,34,38,73,72,98,49,45,79,84,85,38,64,73,67,55,68,74,42,66,82,86,51,1,1,1,1,66
331,台虹,電子零組件業,8039,49,44,50,44,35,45,42,63,72,44,80,26,53,77,56,39,68,78,78,42,41,52,32,48,59,1,1,1,1,53
332,南電,電子零組件業,8046,74,76,89,15,36,72,71,12,40,86,81,17,11,11,21,37,69,79,71,91,40,20,17,21,13,1,1,1,1,47
333,瀚荃,電子零組件業,8103,66,63,69,30,82,71,70,95,11,43,8,81,95,95,12,72,70,67,41,31,39,86,98,98,9,1,1,1,1,60
334,志超,電子零組件業,8213,98,98,95,9,73,49,38,31,15,42,97,48,48,82,96,10,71,5,6,32,89,25,47,41,55,1,1,1,1,52
335,菱光,電子零組件業,8249,93,93,92,12,50,67,54,97,22,5,65,83,86,48,66,68,30,53,39,17,5,65,83,90,12,1,1,1,1,56
336,士電,電機機械,1503,97,97,97,9,33,99,99,29,95,63,71,67,31,9,63,7,73,99,99,23,67,49,35,35,17,1,1,1,1,59
337,東元,電機機械,1504,89,91,87,23,71,47,63,33,55,97,45,7,23,7,53,21,99,35,31,63,79,33,25,23,11,1,1,1,1,48
338,正道,電機機械,1506,37,37,15,85,95,59,65,63,13,39,41,75,71,41,75,41,45,59,53,39,41,47,73,81,31,1,1,1,1,53
339,中興電,電機機械,1513,69,67,79,29,51,43,59,73,87,37,7,77,49,63,77,35,43,55,59,53,39,51,39,39,89,1,1,1,1,55
340,亞力,電機機械,1514,75,75,81,21,19,61,71,67,35,35,15,33,79,87,19,11,41,17,35,19,93,63,63,65,65,1,1,1,1,50
341,力山,電機機械,1515,9,15,31,77,49,7,7,15,39,33,43,17,11,45,41,31,97,63,57,45,85,13,9,9,27,1,1,1,1,35
342,利奇,電機機械,1517,13,9,25,71,35,37,37,87,75,31,17,21,97,65,17,71,39,7,9,71,37,61,93,73,57,1,1,1,1,46
343,華城,電機機械,1519,81,81,83,27,47,35,43,59,63,29,85,79,53,93,61,25,37,71,71,73,35,59,57,33,63,1,1,1,1,58
344,日馳,電機機械,1526,57,59,43,99,65,83,75,75,71,27,19,85,83,67,57,27,95,11,13,75,33,55,91,67,51,1,1,1,1,59
345,鑽全,電機機械,1527,35,41,45,57,15,27,19,69,7,25,21,23,35,85,85,19,35,49,61,17,87,57,69,79,21,1,1,1,1,43
346,恩德,電機機械,1528,73,79,57,49,21,79,69,13,37,23,67,15,13,49,39,77,33,43,49,67,31,9,11,11,23,1,1,1,1,41
347,樂事綠能,電機機械,1529,17,11,17,79,39,77,79,91,41,21,39,57,93,47,9,13,31,41,63,13,95,11,13,83,25,1,1,1,1,44
348,亞崴,電機機械,1530,39,39,61,59,37,67,35,53,11,19,37,73,39,51,73,79,29,73,73,41,29,45,71,77,35,1,1,1,1,50
349,高林股,電機機械,1531,67,69,59,41,63,65,41,27,69,17,47,51,17,43,59,93,27,27,21,9,25,21,15,13,43,1,1,1,1,41
350,勤美,電機機械,1532,71,73,73,43,93,57,51,37,61,93,83,55,29,39,55,33,25,19,29,15,9,53,23,21,37,1,1,1,1,47
351,中宇,電機機械,1535,95,95,99,7,31,71,83,93,23,77,53,59,95,83,67,17,23,39,67,33,23,65,77,93,77,1,1,1,1,62
352,廣隆,電機機械,1537,83,85,75,39,77,73,85,19,47,87,73,49,19,21,25,37,21,77,77,87,21,15,33,27,7,1,1,1,1,50
353,正峰,電機機械,1538,53,53,9,91,89,69,17,81,15,15,9,93,87,77,69,99,11,79,79,35,91,69,99,91,33,1,1,1,1,61
354,巨庭,電機機械,1539,15,17,11,97,59,89,89,83,27,13,51,91,85,89,7,89,19,21,17,29,19,71,75,95,79,1,1,1,1,53
355,喬福,電機機械,1540,33,27,27,65,13,91,91,99,79,9,23,99,99,73,13,91,17,45,41,93,97,73,89,99,59,1,1,1,1,62
356,錩泰,電機機械,1541,27,35,39,61,75,93,93,47,93,41,61,63,45,97,91,97,9,9,7,51,99,31,81,69,91,1,1,1,1,60
357,伸興,電機機械,1558,87,87,89,15,97,19,49,23,89,75,93,65,33,13,87,23,15,81,81,59,17,23,31,31,97,1,1,1,1,55
358,中砂,電機機械,1560,61,61,71,31,27,15,25,7,9,89,79,53,21,27,31,67,47,83,83,95,15,25,29,29,39,1,1,1,1,45
359,程泰,電機機械,1583,49,43,53,47,59,49,45,95,77,7,29,87,77,71,11,47,51,69,51,43,45,99,67,97,53,1,1,1,1,57
360,永冠-KY,電機機械,1589,43,51,51,53,57,11,67,21,85,95,77,47,9,19,65,15,49,53,65,61,11,19,7,7,47,1,1,1,1,43
361,亞德客-KY,電機機械,1590,45,49,49,51,41,9,21,9,19,99,49,13,15,25,29,43,71,57,69,21,89,7,17,15,19,1,1,1,1,37
362,直得,電機機械,1597,59,63,67,35,91,55,57,57,43,43,35,89,51,75,27,55,91,13,11,37,43,77,45,47,45,1,1,1,1,52
363,上銀,電機機械,2049,85,89,91,11,43,13,23,11,33,83,81,11,7,15,35,29,89,15,15,79,27,29,21,19,29,1,1,1,1,39
364,大同,電機機械,2371,63,65,65,37,67,23,53,17,53,47,95,71,27,23,21,81,7,85,85,83,83,43,27,25,9,1,1,1,1,50
365,大量,電機機械,3167,93,31,77,33,53,51,27,31,65,73,65,95,75,11,15,51,87,87,87,49,77,79,87,89,15,1,1,1,1,60
366,東台,電機機械,4526,47,45,55,45,17,17,13,97,97,67,27,83,65,59,71,9,85,25,37,57,75,81,61,63,93,1,1,1,1,56
367,瑞智,電機機械,4532,79,77,93,17,45,39,15,85,83,65,13,35,91,69,79,53,83,89,89,11,81,83,97,43,61,1,1,1,1,63
368,全球傳動,電機機械,4540,19,19,37,63,69,25,31,49,45,69,59,19,67,95,93,57,81,65,39,91,73,85,59,61,83,1,1,1,1,58
369,力達-KY,電機機械,4552,25,23,21,89,65,95,95,41,25,81,69,9,59,29,99,87,79,67,47,7,71,37,47,51,81,1,1,1,1,56
370,氣立,電機機械,4555,31,25,13,93,83,81,87,39,49,79,87,41,43,31,95,85,77,91,91,89,69,35,49,59,87,1,1,1,1,64
371,強信-KY,電機機械,4560,23,29,33,75,25,21,33,43,29,61,97,43,61,37,45,83,75,37,45,25,49,39,51,53,71,1,1,1,1,47
372,穎漢,電機機械,4562,21,21,29,83,99,29,9,51,21,59,57,29,73,81,49,59,93,93,93,85,65,87,85,87,75,1,1,1,1,61
373,元翎,電機機械,4564,29,33,35,67,81,31,11,35,57,57,63,37,89,53,23,75,53,33,19,47,47,27,41,41,13,1,1,1,1,44
374,時碩工業,電機機械,4566,77,83,63,55,55,85,77,71,59,55,91,27,55,35,81,95,69,61,33,27,63,89,53,55,85,1,1,1,1,64
375,鈞興-KY,電機機械,4571,51,55,47,69,23,87,81,61,31,85,99,45,63,33,47,73,67,95,95,81,61,91,55,57,69,1,1,1,1,65
376,駐龍,電機機械,4572,11,13,23,81,79,63,47,65,17,53,31,39,81,91,37,69,65,29,25,97,59,93,83,85,73,1,1,1,1,56
377,大銀微系統,電機機械,4576,91,93,85,19,61,53,55,55,51,71,55,31,47,79,33,49,63,51,55,55,57,95,43,45,67,1,1,1,1,58
378,台灣精銳,電機機械,4583,41,47,19,87,85,41,29,45,99,11,89,97,37,99,97,65,61,47,43,31,55,97,95,49,99,1,1,1,1,63
379,豐祥-KY,電機機械,5288,55,57,41,73,29,33,61,25,91,91,75,69,25,17,89,63,59,97,97,77,53,17,19,17,95,1,1,1,1,57
380,寶一,電機機械,8222,7,7,7,95,87,97,73,77,73,51,33,61,57,61,51,61,57,31,23,69,51,41,79,75,49,1,1,1,1,55
381,羅昇,電機機械,8374,99,99,95,13,65,75,97,89,81,49,25,25,69,57,83,39,55,23,27,65,13,75,65,71,55,1,1,1,1,60
382,高力,電機機械,8996,65,71,69,25,73,45,39,79,67,45,11,81,41,55,43,45,13,75,75,99,7,67,37,37,41,1,1,1,1,52
383,華電,電器電纜,1603,8,8,1,99,85,36,29,29,22,71,99,36,64,99,22,99,85,85,36,22,71,36,78,50,22,1,1,1,1,52
384,聲寶,電器電纜,1604,78,78,64,36,36,99,99,15,15,64,92,85,57,92,15,78,78,99,99,71,64,29,36,29,15,1,1,1,1,61
385,華新,電器電纜,1605,85,85,92,15,64,1,43,1,29,99,85,1,1,85,99,8,99,29,43,57,43,1,1,1,29,1,1,1,1,44
386,華榮,電器電纜,1608,57,57,57,29,50,57,50,57,57,57,78,71,71,78,29,71,71,78,57,8,57,50,8,8,36,1,1,1,1,52
387,大亞,電器電纜,1609,92,92,78,22,57,22,8,36,50,50,71,57,8,71,85,43,92,22,22,50,36,43,15,15,85,1,1,1,1,49
388,中電,電器電纜,1611,50,50,99,1,29,92,92,99,92,92,64,99,99,64,78,15,8,71,85,15,50,99,92,99,78,1,1,1,1,68
389,宏泰,電器電纜,1612,99,99,85,8,8,64,64,43,43,43,57,64,43,57,36,50,64,64,71,78,29,8,43,22,50,1,1,1,1,52
390,三洋電,電器電纜,1614,1,1,8,85,15,15,36,50,36,36,50,29,36,50,71,1,57,1,8,36,92,92,71,78,92,1,1,1,1,42
