,公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG,ESG_ByPR
114,和大,汽車工業,1536,33.0,24.0,21.0,51.0,27.0,0,3.0,24.0,21.0,51,0.0,15.0,6.0,93.0,21.0,3,21,6,18.0,6.0,15.0,30.0,90.0,42.0,54.0,1,1,1,1,27
115,倉佑,汽車工業,1568,6.0,6.0,9.0,78.0,78.0,24,18.0,75.0,39.0,3,87.0,60.0,54.0,27.0,33.0,42,24,54,60.0,96.0,18.0,69.0,42.0,39.0,12.0,1,1,1,1,42
116,吉茂,汽車工業,1587,39.0,42.0,0.0,90.0,84.0,54,54.0,48.0,27.0,18,54.0,21.0,78.0,66.0,15.0,66,96,57,51.0,54.0,21.0,0.0,0.0,0.0,42.0,1,1,1,1,43
117,六暉-KY,汽車工業,2115,75.0,75.0,75.0,18.0,99.0,69,69.0,15.0,51.0,45,18.0,9.0,27.0,3.0,69.0,45,27,9,3.0,75.0,24.0,48.0,21.0,21.0,57.0,1,1,1,1,42
118,裕隆,汽車工業,2201,69.0,72.0,66.0,27.0,21.0,45,39.0,12.0,33.0,81,9.0,12.0,39.0,87.0,66.0,54,30,63,54.0,15.0,27.0,57.0,27.0,24.0,39.0,1,1,1,1,43
119,中華,汽車工業,2204,84.0,84.0,87.0,12.0,36.0,15,27.0,21.0,63.0,90,60.0,6.0,21.0,0.0,72.0,51,33,15,24.0,18.0,30.0,42.0,18.0,15.0,66.0,1,1,1,1,40
120,三陽工業,汽車工業,2206,78.0,78.0,78.0,9.0,15.0,42,45.0,9.0,42.0,60,3.0,0.0,12.0,72.0,63.0,21,36,66,63.0,51.0,33.0,96.0,15.0,12.0,18.0,1,1,1,1,41
121,和泰車,汽車工業,2207,99.0,99.0,99.0,0.0,72.0,66,66.0,78.0,15.0,84,21.0,63.0,90.0,69.0,9.0,0,39,24,36.0,57.0,0.0,72.0,48.0,87.0,30.0,1,1,1,1,53
122,裕日車,汽車工業,2227,90.0,87.0,93.0,6.0,48.0,75,75.0,96.0,60.0,57,48.0,84.0,99.0,48.0,39.0,6,6,72,75.0,99.0,39.0,81.0,81.0,90.0,24.0,1,1,1,1,63
123,劍麟,汽車工業,2228,36.0,36.0,18.0,81.0,30.0,36,33.0,66.0,36.0,78,45.0,87.0,57.0,54.0,51.0,72,63,21,15.0,33.0,3.0,51.0,69.0,63.0,33.0,1,1,1,1,47
124,為升,汽車工業,2231,51.0,60.0,33.0,75.0,87.0,33,24.0,57.0,24.0,6,42.0,57.0,60.0,57.0,12.0,75,48,12,9.0,63.0,42.0,3.0,3.0,3.0,45.0,1,1,1,1,39
125,宇隆,汽車工業,2233,60.0,51.0,60.0,36.0,90.0,30,36.0,84.0,45.0,66,39.0,36.0,84.0,24.0,30.0,63,84,87,99.0,21.0,48.0,36.0,57.0,54.0,15.0,1,1,1,1,53
126,百達-KY,汽車工業,2236,57.0,57.0,51.0,45.0,60.0,78,78.0,72.0,54.0,12,75.0,48.0,66.0,30.0,42.0,78,81,75,45.0,81.0,84.0,6.0,12.0,6.0,27.0,1,1,1,1,53
127,英利-KY,汽車工業,2239,54.0,54.0,54.0,48.0,3.0,81,81.0,69.0,57.0,15,81.0,45.0,69.0,33.0,57.0,81,78,96,84.0,3.0,51.0,12.0,9.0,9.0,60.0,1,1,1,1,51
128,艾姆勒,汽車工業,2241,45.0,39.0,42.0,57.0,51.0,3,0.0,36.0,84.0,69,96.0,99.0,48.0,18.0,90.0,96,3,39,33.0,27.0,54.0,45.0,87.0,81.0,93.0,1,1,1,1,53
129,宏旭-KY,汽車工業,2243,66.0,66.0,72.0,30.0,12.0,84,84.0,45.0,81.0,24,63.0,42.0,51.0,36.0,81.0,84,75,36,42.0,39.0,57.0,9.0,6.0,48.0,87.0,1,1,1,1,53
130,汎德永業,汽車工業,2247,72.0,69.0,81.0,24.0,24.0,9,15.0,30.0,72.0,72,57.0,66.0,30.0,12.0,78.0,87,72,30,12.0,30.0,60.0,33.0,93.0,45.0,78.0,1,1,1,1,50
131,IKKA-KY,汽車工業,2250,63.0,63.0,63.0,39.0,96.0,87,87.0,33.0,78.0,42,66.0,54.0,33.0,39.0,84.0,48,66,84,81.0,48.0,63.0,39.0,66.0,57.0,84.0,1,1,1,1,63
132,怡利電,汽車工業,2497,42.0,48.0,36.0,66.0,6.0,90,90.0,54.0,93.0,93,27.0,24.0,63.0,60.0,48.0,18,69,69,66.0,60.0,66.0,60.0,54.0,96.0,48.0,1,1,1,1,58
133,麗清,汽車工業,3346,81.0,81.0,69.0,33.0,9.0,93,93.0,90.0,69.0,75,24.0,96.0,93.0,45.0,36.0,60,60,33,27.0,9.0,90.0,75.0,96.0,99.0,51.0,1,1,1,1,63
134,智伸科,汽車工業,4551,96.0,96.0,96.0,3.0,93.0,39,42.0,6.0,96.0,99,15.0,81.0,0.0,81.0,96.0,69,57,60,48.0,84.0,72.0,15.0,30.0,27.0,99.0,1,1,1,1,60
135,永新-KY,汽車工業,4557,93.0,93.0,90.0,15.0,3.0,18,9.0,18.0,30.0,36,69.0,78.0,9.0,9.0,54.0,39,54,81,93.0,87.0,75.0,24.0,36.0,33.0,69.0,1,1,1,1,49
136,光隆精密-KY,汽車工業,4581,30.0,33.0,27.0,63.0,63.0,96,96.0,51.0,18.0,39,30.0,75.0,81.0,63.0,45.0,36,51,27,21.0,90.0,78.0,63.0,51.0,93.0,63.0,1,1,1,1,55
137,聯嘉,汽車工業,6288,48.0,45.0,57.0,96.0,57.0,72,72.0,42.0,90.0,87,72.0,51.0,42.0,6.0,18.0,57,90,18,30.0,93.0,36.0,54.0,84.0,84.0,72.0,1,1,1,1,59
138,帝寶,汽車工業,6605,24.0,30.0,45.0,42.0,81.0,12,30.0,93.0,99.0,0,99.0,90.0,96.0,51.0,6.0,15,99,3,6.0,72.0,87.0,99.0,75.0,75.0,96.0,1,1,1,1,57
184,遠東新,紡織纖維,1402,95.0,95.0,97.0,23.0,73.0,19,47.0,21.0,61.0,97,37.0,19.0,19.0,19.0,39.0,23,55,29,49.0,45.0,53.0,19.0,19.0,19.0,57.0,1,1,1,1,45
185,新纖,紡織纖維,1409,77.0,77.0,87.0,33.0,43.0,37,55.0,33.0,65.0,35,41.0,25.0,21.0,37.0,27.0,27,51,57,73.0,65.0,49.0,29.0,59.0,31.0,37.0,1,1,1,1,47
186,南染,紡織纖維,1410,31.0,31.0,27.0,61.0,77.0,73,73.0,77.0,39.0,51,69.0,79.0,45.0,49.0,21.0,77,97,81,79.0,41.0,81.0,65.0,69.0,69.0,47.0,1,1,1,1,60
187,宏洲,紡織纖維,1413,67.0,65.0,81.0,37.0,63.0,59,39.0,19.0,19.0,49,71.0,57.0,55.0,21.0,29.0,31,49,31,45.0,27.0,47.0,37.0,87.0,77.0,53.0,1,1,1,1,49
188,東和,紡織纖維,1414,25.0,23.0,49.0,59.0,53.0,55,41.0,73.0,27.0,47,73.0,89.0,71.0,71.0,19.0,81,47,55,55.0,87.0,75.0,61.0,53.0,55.0,87.0,1,1,1,1,57
189,嘉裕,紡織纖維,1417,39.0,35.0,25.0,89.0,97.0,39,29.0,59.0,45.0,45,55.0,61.0,81.0,25.0,61.0,83,45,37,29.0,77.0,45.0,69.0,61.0,63.0,43.0,1,1,1,1,53
190,東華,紡織纖維,1418,87.0,87.0,59.0,75.0,53.0,79,79.0,95.0,83.0,43,77.0,97.0,87.0,87.0,83.0,55,43,77,77.0,37.0,97.0,33.0,75.0,73.0,75.0,1,1,1,1,73
191,新紡,紡織纖維,1419,79.0,79.0,85.0,35.0,99.0,49,43.0,69.0,97.0,41,79.0,65.0,67.0,93.0,93.0,87,41,87,87.0,91.0,43.0,57.0,77.0,83.0,97.0,1,1,1,1,73
192,利華,紡織纖維,1423,47.0,51.0,23.0,87.0,79.0,45,19.0,99.0,99.0,39,65.0,75.0,97.0,85.0,99.0,99,39,21,19.0,51.0,41.0,59.0,99.0,99.0,99.0,1,1,1,1,65
193,福懋,紡織纖維,1434,21.0,21.0,55.0,63.0,37.0,29,49.0,23.0,25.0,91,45.0,21.0,31.0,35.0,33.0,45,37,49,63.0,81.0,39.0,27.0,21.0,21.0,21.0,1,1,1,1,39
194,南紡,紡織纖維,1440,69.0,71.0,75.0,49.0,41.0,35,35.0,47.0,49.0,81,85.0,31.0,35.0,23.0,31.0,19,91,25,31.0,39.0,35.0,47.0,67.0,65.0,55.0,1,1,1,1,49
195,大東,紡織纖維,1441,85.0,85.0,79.0,31.0,49.0,87,89.0,89.0,75.0,53,87.0,71.0,89.0,69.0,49.0,89,35,53,21.0,75.0,21.0,41.0,79.0,79.0,79.0,1,1,1,1,66
196,力麗,紡織纖維,1444,35.0,29.0,61.0,69.0,65.0,53,65.0,57.0,69.0,37,51.0,27.0,37.0,73.0,79.0,51,33,51,57.0,29.0,33.0,63.0,37.0,41.0,51.0,1,1,1,1,50
197,大宇,紡織纖維,1445,37.0,41.0,65.0,73.0,47.0,91,91.0,61.0,51.0,33,57.0,37.0,41.0,53.0,37.0,39,31,47,71.0,73.0,89.0,67.0,43.0,49.0,25.0,1,1,1,1,54
198,宏和,紡織纖維,1446,59.0,59.0,73.0,83.0,51.0,93,93.0,75.0,91.0,31,93.0,83.0,95.0,79.0,63.0,57,29,41,39.0,21.0,91.0,55.0,97.0,95.0,91.0,1,1,1,1,69
199,力鵬,紡織纖維,1447,57.0,53.0,71.0,53.0,59.0,57,59.0,25.0,53.0,29,49.0,23.0,27.0,39.0,69.0,59,27,35,37.0,67.0,31.0,35.0,27.0,29.0,27.0,1,1,1,1,44
200,佳和,紡織纖維,1449,19.0,19.0,21.0,97.0,69.0,43,57.0,35.0,23.0,27,97.0,59.0,33.0,43.0,89.0,61,19,97,85.0,23.0,69.0,73.0,71.0,71.0,39.0,1,1,1,1,54
201,年興,紡織纖維,1451,65.0,67.0,57.0,57.0,45.0,51,51.0,29.0,87.0,25,35.0,51.0,65.0,45.0,95.0,53,25,89,91.0,79.0,29.0,21.0,29.0,23.0,71.0,1,1,1,1,53
202,宏益,紡織纖維,1452,71.0,63.0,67.0,77.0,83.0,31,21.0,71.0,63.0,23,63.0,87.0,57.0,95.0,71.0,65,23,59,59.0,47.0,27.0,75.0,95.0,93.0,85.0,1,1,1,1,63
203,台富,紡織纖維,1454,43.0,37.0,39.0,79.0,71.0,63,67.0,39.0,33.0,21,53.0,41.0,51.0,51.0,43.0,71,95,39,35.0,49.0,83.0,77.0,33.0,33.0,45.0,1,1,1,1,52
204,集盛,紡織纖維,1455,61.0,61.0,77.0,41.0,51.0,61,61.0,55.0,59.0,57,27.0,43.0,23.0,61.0,73.0,47,21,63,65.0,55.0,73.0,99.0,45.0,51.0,61.0,1,1,1,1,56
205,宜進,紡織纖維,1457,91.0,91.0,89.0,29.0,95.0,97,97.0,93.0,71.0,55,91.0,91.0,99.0,65.0,81.0,69,53,27,27.0,35.0,23.0,43.0,85.0,97.0,67.0,1,1,1,1,70
206,聯發,紡織纖維,1459,27.0,25.0,19.0,99.0,53.0,95,95.0,81.0,85.0,77,75.0,99.0,59.0,75.0,67.0,67,71,95,89.0,43.0,51.0,79.0,83.0,85.0,65.0,1,1,1,1,70
207,宏遠,紡織纖維,1460,49.0,39.0,33.0,81.0,35.0,21,45.0,27.0,29.0,59,89.0,29.0,39.0,41.0,35.0,43,57,93,97.0,31.0,37.0,81.0,23.0,27.0,83.0,1,1,1,1,49
208,強盛新,紡織纖維,1463,29.0,33.0,35.0,67.0,71.0,89,87.0,49.0,43.0,61,61.0,33.0,47.0,57.0,59.0,25,87,45,47.0,59.0,79.0,83.0,41.0,45.0,23.0,1,1,1,1,54
209,得力,紡織纖維,1464,45.0,55.0,53.0,47.0,75.0,25,27.0,85.0,77.0,89,83.0,35.0,49.0,77.0,23.0,85,85,91,95.0,89.0,57.0,85.0,35.0,39.0,19.0,1,1,1,1,61
210,偉全,紡織纖維,1465,41.0,43.0,51.0,85.0,67.0,85,83.0,37.0,31.0,63,59.0,39.0,53.0,55.0,41.0,91,83,67,51.0,53.0,59.0,87.0,31.0,35.0,33.0,1,1,1,1,57
211,聚隆,紡織纖維,1466,51.0,47.0,69.0,45.0,83.0,33,31.0,67.0,47.0,65,23.0,73.0,43.0,47.0,25.0,49,81,43,43.0,69.0,67.0,89.0,73.0,75.0,59.0,1,1,1,1,56
212,南緯,紡織纖維,1467,81.0,81.0,83.0,39.0,93.0,47,33.0,83.0,79.0,67,67.0,81.0,93.0,81.0,85.0,41,79,69,69.0,95.0,95.0,51.0,91.0,89.0,77.0,1,1,1,1,74
213,昶和,紡織纖維,1468,53.0,49.0,29.0,93.0,59.0,81,69.0,79.0,57.0,87,95.0,95.0,83.0,83.0,55.0,93,77,71,53.0,71.0,63.0,53.0,93.0,91.0,73.0,1,1,1,1,72
214,大統新創,紡織纖維,1470,33.0,45.0,37.0,91.0,81.0,69,81.0,45.0,35.0,71,31.0,49.0,77.0,29.0,53.0,37,89,99,93.0,19.0,87.0,91.0,47.0,53.0,35.0,1,1,1,1,59
215,台南,紡織纖維,1473,73.0,73.0,41.0,95.0,55.0,67,53.0,63.0,95.0,85,19.0,63.0,75.0,59.0,97.0,35,73,23,23.0,57.0,55.0,31.0,49.0,47.0,93.0,1,1,1,1,60
216,弘裕,紡織纖維,1474,55.0,57.0,63.0,65.0,57.0,27,23.0,43.0,21.0,83,33.0,67.0,69.0,27.0,45.0,33,75,75,67.0,33.0,77.0,93.0,57.0,59.0,31.0,1,1,1,1,53
217,業旺,紡織纖維,1475,83.0,83.0,31.0,51.0,39.0,77,77.0,91.0,73.0,75,25.0,69.0,91.0,31.0,47.0,97,69,73,41.0,93.0,85.0,39.0,81.0,81.0,95.0,1,1,1,1,68
218,儒鴻,紡織纖維,1476,93.0,93.0,95.0,21.0,85.0,65,63.0,31.0,93.0,95,43.0,47.0,29.0,67.0,91.0,29,93,65,75.0,61.0,65.0,25.0,25.0,25.0,89.0,1,1,1,1,63
219,聚陽,紡織纖維,1477,99.0,99.0,99.0,19.0,93.0,41,37.0,51.0,55.0,99,21.0,55.0,61.0,91.0,65.0,21,67,19,25.0,83.0,61.0,45.0,39.0,43.0,49.0,1,1,1,1,57
220,如興,紡織纖維,4414,97.0,97.0,93.0,27.0,89.0,75,75.0,87.0,81.0,73,81.0,77.0,85.0,89.0,87.0,73,65,33,33.0,97.0,71.0,49.0,63.0,61.0,81.0,1,1,1,1,74
221,利勤,紡織纖維,4426,23.0,27.0,43.0,55.0,91.0,23,25.0,53.0,37.0,69,29.0,53.0,79.0,97.0,51.0,79,63,83,83.0,25.0,99.0,95.0,65.0,67.0,41.0,1,1,1,1,58
222,廣越,紡織纖維,4438,89.0,89.0,91.0,25.0,61.0,71,71.0,65.0,67.0,79,47.0,93.0,25.0,63.0,77.0,75,61,79,81.0,85.0,93.0,97.0,55.0,57.0,63.0,1,1,1,1,70
223,冠星-KY,紡織纖維,4439,75.0,75.0,45.0,71.0,87.0,83,85.0,41.0,41.0,93,39.0,45.0,73.0,33.0,57.0,95,59,85,99.0,63.0,25.0,23.0,51.0,37.0,29.0,1,1,1,1,60
224,宜新實業,紡織纖維,4440,63.0,69.0,47.0,43.0,33.0,99,99.0,97.0,89.0,19,99.0,85.0,63.0,99.0,75.0,63,99,61,61.0,99.0,19.0,71.0,89.0,87.0,69.0,1,1,1,1,72
225,大魯閣,運動休閒,1432,1.0,1.0,1.0,99.0,50.0,92,99.0,85.0,71.0,8,71.0,64.0,78.0,15.0,64.0,43,92,43,36.0,1.0,99.0,85.0,92.0,92.0,85.0,1,1,1,1,59
226,岱宇,運動休閒,1598,8.0,8.0,8.0,85.0,36.0,85,92.0,57.0,43.0,57,64.0,71.0,85.0,85.0,57.0,99,64,85,64.0,99.0,92.0,78.0,85.0,85.0,78.0,1,1,1,1,67
227,喬山,運動休閒,1736,36.0,36.0,43.0,50.0,29.0,57,15.0,99.0,99.0,50,29.0,57.0,71.0,78.0,92.0,22,57,15,22.0,50.0,85.0,99.0,99.0,99.0,92.0,1,1,1,1,59
228,拓凱,運動休閒,4536,64.0,64.0,50.0,57.0,15.0,78,43.0,78.0,57.0,43,57.0,92.0,92.0,71.0,50.0,29,85,78,71.0,36.0,78.0,50.0,50.0,71.0,64.0,1,1,1,1,61
229,桂盟,運動休閒,5306,92.0,92.0,78.0,22.0,64.0,99,85.0,64.0,64.0,99,99.0,78.0,57.0,50.0,29.0,92,50,71,57.0,92.0,71.0,71.0,78.0,57.0,50.0,1,1,1,1,70
230,復盛應用,運動休閒,6670,78.0,71.0,64.0,29.0,22.0,36,8.0,43.0,29.0,64,85.0,22.0,36.0,8.0,71.0,57,43,99,99.0,15.0,64.0,29.0,22.0,22.0,15.0,1,1,1,1,45
231,志強-KY,運動休閒,6768,15.0,15.0,22.0,78.0,78.0,71,57.0,92.0,78.0,78,50.0,99.0,99.0,64.0,43.0,85,36,92,92.0,85.0,57.0,64.0,71.0,78.0,71.0,1,1,1,1,67
232,柏文,運動休閒,8462,71.0,78.0,29.0,71.0,92.0,50,29.0,29.0,8.0,29,78.0,50.0,15.0,36.0,8.0,78,29,36,8.0,29.0,50.0,36.0,29.0,29.0,36.0,1,1,1,1,41
233,波力-KY,運動休閒,8467,29.0,22.0,36.0,64.0,57.0,15,50.0,36.0,36.0,1,1.0,36.0,43.0,22.0,78.0,71,22,29,15.0,8.0,43.0,22.0,57.0,50.0,29.0,1,1,1,1,35
234,東哥遊艇,運動休閒,8478,85.0,85.0,92.0,8.0,8.0,43,1.0,71.0,1.0,15,43.0,85.0,64.0,57.0,36.0,64,15,64,50.0,78.0,36.0,57.0,64.0,64.0,57.0,1,1,1,1,50
235,鈺齊-KY,運動休閒,9802,22.0,29.0,15.0,92.0,71.0,22,71.0,22.0,15.0,85,36.0,29.0,22.0,99.0,22.0,50,99,8,1.0,71.0,29.0,43.0,43.0,43.0,22.0,1,1,1,1,42
236,寶成,運動休閒,9904,43.0,43.0,71.0,43.0,99.0,29,36.0,1.0,92.0,36,8.0,1.0,1.0,43.0,15.0,36,8,22,43.0,43.0,22.0,8.0,1.0,1.0,99.0,1,1,1,1,34
237,豐泰,運動休閒,9910,99.0,99.0,99.0,1.0,85.0,1,78.0,15.0,22.0,71,15.0,8.0,8.0,29.0,99.0,8,78,57,85.0,64.0,15.0,15.0,8.0,8.0,8.0,1,1,1,1,43
238,美利達,運動休閒,9914,57.0,57.0,85.0,15.0,1.0,64,64.0,50.0,50.0,22,92.0,43.0,50.0,92.0,85.0,1,71,1,29.0,57.0,8.0,92.0,36.0,36.0,43.0,1,1,1,1,48
239,巨大,運動休閒,9921,50.0,50.0,57.0,36.0,43.0,8,22.0,8.0,85.0,92,22.0,15.0,29.0,1.0,1.0,15,1,50,78.0,22.0,1.0,1.0,15.0,15.0,1.0,1,1,1,1,29
240,首利,電子零組件業,1471,57.0,57.0,45.0,37.0,72.0,99,99.0,69.0,78.0,38,16.0,70.0,80.0,25.0,35.0,97,68,27,19.0,3.0,88.0,18.0,35.0,29.0,31.0,1,1,1,1,52
241,信錦,電子零組件業,1582,69.0,70.0,77.0,25.0,46.0,4,61.0,77.0,57.0,74,78.0,93.0,93.0,65.0,53.0,69,85,56,33.0,90.0,48.0,92.0,93.0,93.0,57.0,1,1,1,1,66
242,川湖,電子零組件業,2059,37.0,38.0,62.0,49.0,71.0,61,60.0,66.0,94.0,83,9.0,56.0,64.0,18.0,64.0,68,84,24,17.0,17.0,45.0,68.0,66.0,71.0,67.0,1,1,1,1,54
243,台達電,電子零組件業,2308,89.0,88.0,95.0,6.0,85.0,5,32.0,83.0,10.0,98,3.0,8.0,15.0,4.0,15.0,10,99,10,21.0,55.0,44.0,17.0,6.0,12.0,19.0,1,1,1,1,37
244,華通,電子零組件業,2313,51.0,52.0,75.0,20.0,45.0,8,9.0,86.0,75.0,87,8.0,29.0,18.0,19.0,20.0,41,25,54,62.0,11.0,92.0,12.0,31.0,22.0,26.0,1,1,1,1,39
245,楠梓電,電子零組件業,2316,4.0,2.0,6.0,88.0,91.0,24,24.0,15.0,72.0,21,19.0,37.0,29.0,88.0,87.0,42,26,26,27.0,42.0,74.0,29.0,44.0,40.0,93.0,1,1,1,1,42
246,國巨,電子零組件業,2327,32.0,35.0,42.0,59.0,88.0,27,37.0,37.0,30.0,95,77.0,30.0,19.0,24.0,13.0,43,27,79,74.0,2.0,59.0,21.0,25.0,27.0,24.0,1,1,1,1,41
247,廣宇,電子零組件業,2328,92.0,91.0,90.0,8.0,73.0,60,59.0,91.0,79.0,60,75.0,97.0,99.0,70.0,92.0,67,28,80,78.0,57.0,81.0,95.0,98.0,97.0,96.0,1,1,1,1,77
248,敬鵬,電子零組件業,2355,22.0,24.0,35.0,60.0,68.0,16,16.0,85.0,13.0,22,21.0,31.0,13.0,40.0,19.0,49,29,13,23.0,8.0,39.0,30.0,27.0,15.0,69.0,1,1,1,1,31
249,燿華,電子零組件業,2367,16.0,17.0,24.0,66.0,41.0,44,44.0,14.0,73.0,23,62.0,26.0,20.0,26.0,82.0,66,30,52,34.0,64.0,18.0,16.0,30.0,25.0,85.0,1,1,1,1,40
250,金像電,電子零組件業,2368,56.0,55.0,65.0,45.0,56.0,11,22.0,7.0,14.0,84,25.0,7.0,9.0,30.0,17.0,35,31,9,5.0,47.0,15.0,75.0,85.0,10.0,25.0,1,1,1,1,34
251,凱美,電子零組件業,2375,91.0,92.0,46.0,29.0,77.0,59,58.0,89.0,19.0,24,74.0,46.0,69.0,71.0,10.0,64,32,84,75.0,6.0,11.0,74.0,79.0,82.0,6.0,1,1,1,1,55
252,台光電,電子零組件業,2383,74.0,74.0,79.0,33.0,37.0,19,25.0,24.0,95.0,99,43.0,4.0,22.0,45.0,94.0,63,33,50,50.0,63.0,10.0,9.0,16.0,18.0,95.0,1,1,1,1,47
253,群光,電子零組件業,2385,97.0,97.0,99.0,2.0,43.0,14,57.0,42.0,62.0,93,22.0,22.0,23.0,11.0,58.0,56,34,49,52.0,25.0,9.0,71.0,19.0,35.0,53.0,1,1,1,1,46
254,正崴,電子零組件業,2392,85.0,85.0,83.0,16.0,83.0,7,36.0,87.0,88.0,66,2.0,17.0,12.0,8.0,6.0,23,35,48,57.0,62.0,20.0,28.0,18.0,28.0,51.0,1,1,1,1,42
255,毅嘉,電子零組件業,2402,25.0,27.0,9.0,97.0,63.0,35,6.0,51.0,45.0,25,56.0,59.0,65.0,58.0,46.0,70,36,47,40.0,66.0,22.0,52.0,89.0,75.0,61.0,1,1,1,1,49
256,環科,電子零組件業,2413,8.0,12.0,11.0,83.0,57.0,37,26.0,75.0,59.0,26,52.0,78.0,88.0,61.0,61.0,11,87,46,71.0,4.0,33.0,89.0,97.0,96.0,87.0,1,1,1,1,54
257,錩新,電子零組件業,2415,81.0,76.0,76.0,19.0,91.0,58,56.0,28.0,2.0,65,79.0,35.0,59.0,68.0,2.0,61,37,45,36.0,61.0,32.0,25.0,77.0,43.0,2.0,1,1,1,1,49
258,新巨,電子零組件業,2420,21.0,26.0,15.0,93.0,85.0,57,55.0,79.0,56.0,64,76.0,68.0,82.0,60.0,49.0,60,38,57,37.0,39.0,25.0,93.0,92.0,92.0,49.0,1,1,1,1,59
259,建準,電子零組件業,2421,67.0,63.0,78.0,26.0,94.0,56,54.0,35.0,89.0,63,71.0,42.0,42.0,53.0,16.0,19,89,5,6.0,41.0,99.0,69.0,78.0,78.0,75.0,1,1,1,1,56
260,興勤,電子零組件業,2428,43.0,39.0,44.0,76.0,96.0,55,53.0,29.0,86.0,81,69.0,49.0,26.0,52.0,93.0,59,39,42,39.0,60.0,24.0,41.0,2.0,2.0,64.0,1,1,1,1,51
261,聯昌,電子零組件業,2431,65.0,60.0,67.0,36.0,27.0,54,52.0,49.0,91.0,27,29.0,47.0,63.0,56.0,29.0,17,40,18,30.0,18.0,40.0,14.0,22.0,83.0,78.0,1,1,1,1,44
262,太空梭,電子零組件業,2440,60.0,56.0,51.0,41.0,66.0,53,51.0,11.0,22.0,28,30.0,12.0,17.0,39.0,31.0,58,41,40,38.0,59.0,97.0,46.0,4.0,17.0,28.0,1,1,1,1,40
263,飛宏,電子零組件業,2457,66.0,61.0,66.0,31.0,86.0,29,40.0,98.0,92.0,29,65.0,86.0,92.0,66.0,80.0,9,42,95,80.0,9.0,76.0,77.0,83.0,88.0,83.0,1,1,1,1,65
264,建通,電子零組件業,2460,12.0,9.0,16.0,81.0,33.0,52,50.0,81.0,64.0,30,61.0,27.0,21.0,41.0,66.0,65,43,96,81.0,58.0,23.0,31.0,28.0,34.0,74.0,1,1,1,1,47
265,良得電,電子零組件業,2462,71.0,69.0,72.0,24.0,34.0,10,49.0,48.0,90.0,31,72.0,48.0,62.0,57.0,28.0,50,24,39,56.0,65.0,78.0,13.0,23.0,84.0,77.0,1,1,1,1,51
266,志聖,電子零組件業,2467,70.0,71.0,87.0,15.0,36.0,38,12.0,80.0,60.0,59,81.0,61.0,91.0,78.0,59.0,45,97,97,98.0,43.0,93.0,97.0,68.0,73.0,55.0,1,1,1,1,67
267,立隆電,電子零組件業,2472,90.0,90.0,89.0,7.0,89.0,51,47.0,34.0,5.0,58,32.0,57.0,30.0,51.0,42.0,44,94,98,97.0,54.0,26.0,43.0,71.0,69.0,54.0,1,1,1,1,57
268,鉅祥,電子零組件業,2476,17.0,20.0,39.0,62.0,78.0,47,41.0,17.0,50.0,32,91.0,40.0,24.0,31.0,44.0,62,23,19,11.0,53.0,27.0,23.0,37.0,32.0,65.0,1,1,1,1,39
269,大毅,電子零組件業,2478,39.0,44.0,26.0,71.0,75.0,31,23.0,38.0,34.0,33,68.0,62.0,38.0,80.0,3.0,33,22,12,25.0,56.0,28.0,32.0,67.0,46.0,37.0,1,1,1,1,41
270,百容,電子零組件業,2483,5.0,5.0,8.0,95.0,35.0,20,5.0,60.0,33.0,68,13.0,81.0,85.0,87.0,41.0,36,86,7,7.0,45.0,29.0,83.0,73.0,79.0,46.0,1,1,1,1,45
271,希華,電子零組件業,2484,24.0,25.0,32.0,68.0,82.0,49,45.0,58.0,44.0,34,45.0,64.0,51.0,36.0,36.0,15,21,94,96.0,10.0,30.0,61.0,90.0,77.0,58.0,1,1,1,1,50
272,華新科,電子零組件業,2492,13.0,13.0,14.0,90.0,80.0,33,39.0,90.0,98.0,35,20.0,20.0,11.0,32.0,72.0,72,5,38,35.0,5.0,31.0,24.0,17.0,26.0,71.0,1,1,1,1,39
273,揚博,電子零組件業,2493,73.0,73.0,82.0,22.0,66.0,48,46.0,36.0,93.0,20,73.0,11.0,27.0,49.0,30.0,73,6,37,46.0,98.0,95.0,15.0,21.0,21.0,81.0,1,1,1,1,50
274,健和興,電子零組件業,3003,29.0,28.0,28.0,58.0,51.0,45,33.0,68.0,99.0,19,14.0,83.0,77.0,93.0,99.0,96,7,89,95.0,36.0,79.0,44.0,60.0,74.0,99.0,1,1,1,1,60
