公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
維熹,電子零組件業,合併財務報表之母子公司(不含美日子公司),百萬元營業額,N,,N,合併財務報表之母子公司(不含美日子公司),N,合併財務報表之母子公司(不含美日子公司),N,合併財務報表之母子公司(不含美日子公司),N,百萬元營業額,合併財務報表之母子公司(不含美日子公司),合併財務報表之母子公司(不含美日子公司),合併財務報表之母子公司(不含美日子公司),百萬元營業額,N,3501.0,852.0,733.0,662.0,492.0,0.4,1.0,0.003,109972.0,17.86,1.0,0.0075,870.0,15607.0,1108.0,2.68,7.0,3.0,2.0,0.29,1.0,0.57,6.27,90.42,96.69,0.016
嘉澤,電子零組件業,本公司及廣州、蘇州、中山子公司,百萬元營業額,N,,N,本公司於中國大陸廣州、蘇州、中山之子公司,ISO 14064,本公司於中國大陸廣州、蘇州、中山之子公司,ISO 14064,本公司於中國大陸廣州、蘇州、中山之子公司,ISO 14064,百萬元營業額,本公司及廣州、蘇州、中山子公司,本公司及廣州、蘇州、中山子公司,本公司及廣州、蘇州、中山子公司,百萬元營業額,N,3533.0,2841.0,2563.0,1478.0,1178.0,0.203,0.0,0.0,584123.0,21.56,10.0,0.01065,3433.72,39433.86,87465.82,4.81,7.0,3.0,2.0,0.2857,0.9286,1.0,1077.3029999999999,855.4705,12710.08,0.47
聯穎,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,3550.0,1056.0,890.0,852.0,738.0,0.2955,0.0,0.0,477895.0,94.31585000000001,1.0,0.00405,286.17900000000003,13452.12,712.3050000000001,1.74265,7.0,3.0,0.0,0.0,1.0,1.0,375.72975,348.2,723.92975,3.28605
力銘,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,3593.0,992.0,824.0,682.0,680.0,0.05,0.0,0.0,98329.0,94.31585000000001,1.0,0.00405,6796.079000000001,12641.414999999999,712.3050000000001,10.17045,9.0,3.0,1.0,0.1111,0.9048,0.6667,5.39975,5844.26,5849.65975,3.28605
宏致,電子零組件業,東園廠及精工中心兩廠總度數,,N,公司目前尚無使用再生能源，以購入台電電力為主要使用電力,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,百萬元營業額,此數據是上環保局網站申報的資料,此數據是上環保局網站申報的資料,此數據是上環保局網站申報的資料,,N,3605.0,928.0,760.0,796.0,605.0,0.279,7.0,0.0106,19533.0,6.2103,1.0,0.0,218.888,3900.41,1262.4,1.1953,7.0,3.0,1.0,0.1428,1.0,1.0,2.4595,20.4,22.8595,0.04145
谷崧,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,3607.0,750.0,618.0,564.0,478.0,0.2609,0.0,0.0,157241.0,10.11,1.0,0.00405,898.1278,20654.45,4823.96,1.34155,9.0,3.0,0.0,0.0,0.9722,1.0,53.559999999999995,390.805,444.365,0.463
達邁,電子零組件業,母公司,百萬元營業額,N,達邁銅鑼廠,N,達邁銅鑼廠,ISO 14064,達邁銅鑼廠,ISO 14064,,N,百萬元營業額,母公司,母公司,母公司,百萬元營業額,ISO 14001,3645.0,871.0,734.0,778.0,708.0,0.1667,0.0,0.0,177125.0,97.5717,1.0,0.0081,13373.27,21382.42,62.5547,19.1456,9.0,3.0,4.0,0.4444,0.9762,0.6667,8.34,11668.12,11676.46,6.4321
健策,電子零組件業,母公司,百萬元營業額,ISO14001,,N,母公司,N,母公司,N,母公司,N,百萬元營業額,母公司,母公司,母公司,百萬元營業額,ISO 14001,3653.0,1089.0,989.0,783.0,666.0,0.244,17.0,0.01,936257.0,91.06,1.0,0.01065,353.47,23003.83,162.21,2.29,11.0,3.0,1.0,0.0909,0.9683,0.3636,749.0,676.0,1425.0,0.14
新至陞,電子零組件業,111.01~111.12,百萬元營業額,N,,N,合併財務報表之母子公司,深圳市標準化指導性技術文件SZDB/Z 69(組織的溫室氣體排放量化和報告指南);SZDB/Z 70(組織的溫室氣體排放核查指南)等,合併財務報表之母子公司,深圳市標準化指導性技術文件SZDB/Z 69(組織的溫室氣體排放量化和報告指南);SZDB/Z 70(組織的溫室氣體排放核查指南)等,,N,,111.01~111.12,111.01~111.12,111.01~111.12,百萬元營業額,ISO 14001,3679.0,1802.0,1629.0,663.0,613.0,0.3,0.0,0.0,4307.0,3.825,1.0,0.0,7.004,4478.91,350.49545,0.11689999999999999,9.0,3.0,2.0,0.22,1.0,1.0,0.0,16.3824,16.3824,0.0145
定穎投控,電子零組件業,資料涵蓋範圍包含合併財務報表之母子公司,百萬元營業額,（AWS）國際水資源管理標準,資料涵蓋範圍包含合併財務報表之母子公司,ISO 50001,資料涵蓋範圍包含合併財務報表之母子公司,ISO 14064,資料涵蓋範圍包含合併財務報表之母子公司,ISO 14064,資料涵蓋範圍包含合併財務報表之母子公司,ISO 14064,百萬元營業額,資料涵蓋範圍包含合併財務報表之母子公司,資料涵蓋範圍包含合併財務報表之母子公司,資料涵蓋範圍包含合併財務報表之母子公司,百萬元營業額,ISO 14001,3715.0,743.0,695.0,0.0,0.0,0.75,0.0,0.0,4409199.0,288.24,4.0,0.0329,18793.45,165845.87,202209.21,12.07,5.0,0.0,0.0,0.0,1.0,1.0,41560.0,11689.0,53249.0,3.481
銘鈺,電子零組件業,母公司,百萬元營業額,N,,N,母公司,N,母公司,N,,N,百萬元營業額,母公司,母公司,母公司,百萬元營業額,N,4545.0,792.0,672.0,607.0,524.0,0.4,7.0,0.0076,260753.0,216.0,1.0,0.0277,2304.0,5852.0,62.5547,6.78,7.0,3.0,0.0,0.0,0.9714,1.0,176.0,280.0,456.0,0.38
聯德控股-KY,電子零組件業,重要子公司聯德精密材料(中國)股份有限公司,產品,N,廠區邊角料轉運回收再利用,ISO 50001,重要子公司聯德精密材料(中國)股份有限公司,N,重要子公司聯德精密材料(中國)股份有限公司,N,重要子公司聯德精密材料(中國)股份有限公司,N,百萬元營業額,重要子公司聯德精密材料(中國)股份有限公司,重要子公司聯德精密材料(中國)股份有限公司,重要子公司聯德精密材料(中國)股份有限公司,產品,N,4912.0,971.5,829.5,711.5,566.0,0.23,180.0,0.3285,33133.0,21530.0,2.0,0.35,6.5,7680.0,3.3,0.0021,9.0,5.0,0.0,0.0,0.93,1.0,42.0,610.0,652.0,5.2
致伸,電子零組件業,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼、東城迪芬尼，迪芬尼電聲、致伸泰國、迪芬尼泰國,百萬元營業額,ISO 14046,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、致伸泰國、迪芬尼泰國,ISO 50001,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼、東城迪芬尼，迪芬尼電聲、致伸泰國、迪芬尼泰國,ISO 14064,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼、東城迪芬尼，迪芬尼電聲、致伸泰國、迪芬尼泰國,ISO 14064,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼、東城迪芬尼，迪芬尼電聲、致伸泰國、迪芬尼泰國,ISO 14064,百萬元營業額,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼、東城迪芬尼，迪芬尼電聲、致伸泰國、迪芬尼泰國,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼、東城迪芬尼，迪芬尼電聲、致伸泰國、迪芬尼泰國,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼、東城迪芬尼，迪芬尼電聲、致伸泰國、迪芬尼泰國,百萬元營業額,ISO 14001,4915.0,2252.0,1996.0,1769.0,1544.0,0.255,25.0,0.002,871671.88,11.0,17.0,0.3169,4646.23,37789.47,1695434.47,0.5355,8.0,4.0,1.0,0.125,1.0,1.0,91.55,2575.18,2666.73,0.0337
泰鼎-KY,電子零組件業,包含合併財務報表之母子公司,百萬元營業額,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,百萬元營業額,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,百萬元營業額,ISO 14001,4927.0,971.5,829.5,711.5,566.0,0.0052,59.0,0.008,3477000.0,230.0,6.0,0.0052,13667.48,141813.49,18312.04,10.43,11.0,4.0,1.0,0.0909,1.0,1.0,11807.48,3986.83,15794.32,1.0595
康控-KY,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,4943.0,1722.0,1483.5,1377.0,1248.5,0.0,0.0,0.0,7241835.94,45.2,1.0,0.16945000000000002,43949.115,520281.735,871522.235,3.43775,7.0,3.0,0.0,0.0,1.0,1.0,26499.275,14988.59,41487.865,0.25184999999999996
臻鼎-KY,電子零組件業,大陸園區及台灣園區,百萬元營業額,The AWS International Water Stewardship Standard v 2.0,大陸園區自建太陽能發電及外購電力(綠電),ISO 50001,大陸園區與台灣園區,ISO 14064,大陸園區與台灣園區,ISO 14064,大陸園區與台灣園區,ISO 14064,百萬元營業額,大陸園區與台灣園區,大陸園區與台灣園區,大陸園區與台灣園區,百萬元營業額,UL2799 Zero Waste to Landfill,4958.0,971.5,829.5,711.5,566.0,0.144,30.0,0.0007,13612000.0,79.4,18.0,0.022,83252.0,1002774.0,47610.0,6.34,7.0,3.0,0.0,0.0,1.0,1.0,52907.0,27402.0,80309.0,0.47
榮科,電子零組件業,本公司,取水量/產量,N,本公司,ISO 50001,本公司,N,本公司,N,,N,產量:噸,本公司,本公司,本公司,產量:噸,N,4989.0,1192.0,971.0,985.0,953.0,0.1667,0.0,0.0,323762.0,31149.0,1.0,0.06,674.7219,62565.75,2965.58,6.0843,7.0,3.0,2.0,0.2857,0.9592,1.0,626.77,71.82,698.59,0.0672
鑫禾,電子零組件業,母公司,千元營業額,N,,N,,N,母公司,N,,N,千元營業額,母公司,母公司,母公司,千元營業額,N,4999.0,811.0,695.0,694.0,532.0,0.2,0.0,0.0,35496.0,0.0446,1.0,0.00305,39.84985,5680.0,62.5547,0.0071,9.0,4.0,1.0,0.1111,0.9841,1.0,0.0,34.2,34.2,0.0001
瀚宇博,電子零組件業,瀚宇博德股份有限公司,產品,N,,N,瀚宇博德股份有限公司,ISO 14064,瀚宇博德股份有限公司,ISO 14064,瀚宇博德股份有限公司,ISO 14064,產品,瀚宇博德股份有限公司,瀚宇博德股份有限公司,瀚宇博德股份有限公司,產品,N,5469.0,1055.0,892.0,844.0,724.0,0.1944,8.0,0.0117,325403.0,0.1725,1.0,0.00075,488.2775,18409.81,3.29,0.01,11.0,3.0,1.0,0.0909,0.987,1.0,4876.66,573.963,5450.62,0.0029
競國,電子零組件業,本公司,產品,N,,N,本公司,ISO 14064,本公司,ISO 14064,本公司,ISO 14064,產品,本公司,本公司,本公司,產品,N,6108.0,605.0,525.0,472.0,411.0,0.167,0.0,0.0,352800.0,0.3712,1.0,0.00075,347.0,14303.0,3194.0,0.0188,6.0,3.0,4.0,0.67,1.0,1.0,1355.0,54.0,1409.0,0.0015
鎰勝,電子零組件業,母公司及昆山子公司,產品,N,,N,母公司及昆山子公司,N,母公司及昆山子公司,N,,N,產品,母公司及海外子公司,母公司及海外子公司,母公司及海外子公司,產品,N,6115.0,1167.0,1025.0,880.0,707.0,0.2218,0.0,0.0,295.521,295.521,1.0,0.0,480.353,13384.85,444.67405,13865.2,9.0,3.0,2.0,0.2222,0.9556,1.0,5.913,1919.92,1925.83,1925.83
金橋,電子零組件業,新北市深坑區北深路三段270巷6號3&4樓,,N,,N,,N,,N,,N,,,,,,N,6133.0,913.0,738.0,780.0,684.0,0.0638,0.0,0.0,401.0,147.77100000000002,1.0,0.0,259.25205,6842.8945,62.5547,6932.71395,7.0,3.0,1.0,0.1428,0.9286,0.2857,37.399499999999996,1017.7655000000001,1055.1634999999999,962.91685
柏承,電子零組件業,昆山子公司廠區,仟元營業額,N,昆山子公司廠區,N,昆山子公司廠區,ISO 14064,昆山子公司廠區,ISO 14064,昆山子公司廠區,ISO 14064,仟元營業額,昆山子公司廠區,昆山子公司廠區,昆山子公司廠區,仟元營業額,ISO 9001,6141.0,698.0,579.0,563.0,489.0,0.0025,4.0,0.0101,705465.0,34.3675,1.0,0.0213,3810.6,35597.6,1615.0,1.9198,7.0,3.0,0.0,0.0,1.0,1.0,5752.0,277.789,6029.79,0.2937
嘉聯益,電子零組件業,僅母公司樹林廠,,N,,N,僅母公司樹林廠,ISO 14064,僅母公司樹林廠,ISO 14064,,N,,僅母公司樹林廠,僅母公司樹林廠,僅母公司樹林廠,,UL2799,6153.0,848.0,689.0,696.0,610.0,0.16,9.0,0.0033,669000.0,1308.8400000000001,2.0,0.07575,7651.52,24469.87,12809659.989999998,85.43225000000001,9.0,3.0,1.0,0.1111,0.9452,1.0,890.0,1550.0,2440.0,0.1215
鈞寶,電子零組件業,母公司,,N,,N,母公司,N,母公司,N,,N,,母公司,母公司,母公司,,N,6155.0,676.0,572.0,533.0,469.0,0.3095,4.0,0.0161,57850.0,34.5081,1.0,0.27,29.08,6989.43,42649.734549999994,0.47895,11.0,3.0,1.0,0.0909,0.9545,1.0,17.66,59.24,76.9,193.12835
精成科,電子零組件業,包含合併財務報表之母子公司,百萬元營業額,N,,N,包含合併財務報表之母子公司,N,包含合併財務報表之母子公司,N,,N,百萬元營業額,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,百萬元營業額,N,6191.0,2316.0,1965.0,1952.0,1553.0,0.1892,0.0,0.0,3367893.0,138.88,1.0,0.0026,0.5,251715.9,9174.664550000001,10.3796,9.0,3.0,0.0,0.0,0.9683,1.0,46497.0,22886.1,69383.1,2.861
佳必琪,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,6197.0,1193.0,1041.0,859.0,654.0,0.5,0.0,0.0,11322.7605,1448.5955000000001,2.0,0.02845,262.32905,8384.055,1007882.87015,6932.71395,9.0,4.0,3.0,0.3333,1.0,1.0,16889.4565,32644.96,49534.415,962.995
詮欣,電子零組件業,,,N,母公司,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,百萬元營業額,,,,,ISO 14001,6205.0,1035.0,905.0,843.0,639.0,0.43,0.0,0.0,31470.0,1.50035,2.0,0.0,38.1511,300.939,87.8203,0.2279,8.0,3.0,2.0,0.25,1.0,1.0,34.443,60.009550000000004,94.45255,11.9582
聯茂,電子零組件業,母公司,,ISO 14001:2015版,,ISO 50001,母公司,N,母公司,N,,N,產品-每張-銅箔基板,母公司,母公司,母公司,,ISO 14001,6213.0,924.0,777.0,663.0,546.0,0.125,3.0,0.0078,50202.0,0.00885,22.0,0.27,3592.2,8900.6,62.5547,0.0032,7.0,4.0,2.0,0.2857,0.964,1.0,547.49,538.88,1086.37,0.00835
聚鼎,電子零組件業,母公司,,N,,N,母公司,N,母公司,N,,N,,母公司,母公司,母公司,,N,6224.0,1110.0,945.0,796.0,681.0,0.2105,0.0,0.0,22350.0,0.053450000000000004,2.0,0.0,44.3051,3383.26,350.49545,0.3907,10.0,3.0,0.0,0.0,0.96,0.33,33773.0,63370.0,97143.0,11.9575
台郡,電子零組件業,僅母公司,產品,N,,N,僅母公司,N,僅母公司,N,,N,產品,僅母公司,僅母公司,僅母公司,產品,ISO 14001,6269.0,852.0,683.0,650.0,578.0,0.1479,2.0,0.0008,1194240.0,1.193,7.0,0.15845,42866.79,46608.54,62.5547,0.089,11.0,4.0,2.0,0.1818,0.99,0.7273,2127.0,1675.0,3802.0,0.004
康舒,電子零組件業,包含合併財務報表之母子公司,NTD每億元營收,14046組織型水足跡盤查,包含合併財務報表之母子公司,ISO 50001,包含合併財務報表之母子公司,ISO 14064,包含合併財務報表之母子公司,ISO 14064,包含合併財務報表之母子公司,ISO 14064,NTD每億元營收,包含合併財務報表之母子公司,包含合併財務報表之母子公司,包含合併財務報表之母子公司,百萬元營業額,ISO 9001&14001& UL2799,6282.0,1290.0,1112.0,1119.0,892.0,0.1625,20.0,0.0027,658770.0,2601.67,1.0,0.0569,2047.19,40977.37,2015677.92,169.9165,10.0,3.0,0.0,0.0,0.9865,1.0,110.58,3846.85,3957.43,0.16
群電,電子零組件業,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠、群電泰國廠,百萬元營業額,N,使用太陽能發電與購買綠電憑證,ISO 50001,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,百萬元營業額,東莞廠、蘇州廠、重慶廠、泰國廠,東莞廠、蘇州廠、重慶廠、泰國廠,東莞廠、蘇州廠、重慶廠、泰國廠,百萬元營業額,ISO 14001；蘇州廠UL 2799: UL,6412.0,2131.0,1911.0,1771.0,1537.0,0.206,0.0,0.0,657267.12,16.01,10.0,0.0946,2937.72,35987.75,23603642.06,0.948,7.0,3.0,2.0,0.29,1.0,1.0,75.71,3325.85,3401.56,0.083
鈺邦,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,6449.0,1591.0,1400.0,1056.0,816.0,0.34,0.0,0.0,113123.0,34.51495,1.0,0.29845,2468.3178000000003,8925.475,1050470.05,0.12319999999999999,7.0,3.0,0.0,0.0,1.0,0.57,121.37,1134.22,1255.5900000000001,193.12015
騰輝電子-KY,電子零組件業,合併財務報表之子公司生產型廠區,千元營業額,N,,N,合併財務報表之子公司生產型廠區,N,合併財務報表之子公司生產型廠區,N,,N,千元營業額,合併財務報表之子公司生產型廠區,合併財務報表之子公司生產型廠區,合併財務報表之子公司生產型廠區,千元營業額,N,6672.0,1370.5,1208.0,928.0,777.0,0.15,6.0,0.0073,168006.0,0.0299,2.0,0.00405,4814.63,14313.36,62.5547,0.0034,7.0,3.0,0.0,0.0,0.948,1.0,207.74,1517.44,1725.18,0.0003
嘉基,電子零組件業,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,百萬元營業額,N,,N,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,N,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,N,,N,百萬元營業額,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,百萬元營業額,ISO 14001,6715.0,1778.0,1548.0,1168.0,1069.0,0.2069,0.0,0.0,62539.0,0.0859,2.0,0.0,418.3545,2556.19,8064.190149999999,0.5535,7.0,3.0,1.0,0.1428,0.96,1.0,7.405,128491.97,128499.38,23.9113
AES-KY,電子零組件業,太普動力新能源（常熟）股份有限公司,(公噸/人均用水量),N,資料涵蓋範圍包含合併財務報表之母子公司，使用太陽能發電與購買綠電憑證,N,資料涵蓋範圍包含合併財務報表之母子公司,ISO 14064,資料涵蓋範圍包含合併財務報表之母子公司,ISO 14064,資料涵蓋範圍包含合併財務報表之母子公司,ISO 14064,百萬元營業額,資料涵蓋範圍包含合併財務報表之母子公司,資料涵蓋範圍包含合併財務報表之母子公司,資料涵蓋範圍包含合併財務報表之母子公司,產品,ISO 14001,6781.0,1370.5,1208.0,928.0,777.0,0.11,0.0,0.0,58240.0,69.0,1.0,0.54,122.0056,3537.59,85262.18,0.243,7.0,3.0,1.0,0.1428,0.9714,1.0,35.0,751.0,786.0,386.24
天二科技,電子零組件業,,,N,,N,,N,,N,,N,,111/1/1~111/12/31,111/1/1~111/12/31,111/1/1~111/12/31,,ISO 14001,6834.0,687.0,574.0,535.0,495.0,0.1334,0.0,0.0,29125.5,34.5223,1.0,0.27,33.61555,3645.1845000000003,42675.00015,0.23545,9.0,3.0,1.0,0.1111,1.0,1.0,68.886,115.611,184.497,193.12005
圓裕,電子零組件業,,,N,,N,,N,,N,,N,,,,,,N,6835.0,1150.0,1016.0,800.0,738.0,0.4138,0.0,0.0,113123.0,34.51495,1.0,0.27,2468.3178000000003,8925.475,42675.00015,0.12319999999999999,9.0,4.0,1.0,0.11,1.0,1.0,121.37,1134.22,1255.5900000000001,193.12015
台虹,電子零組件業,母公司,百萬元營業額,N,,N,母公司,ISO 14064,母公司,ISO 14064,,N,百萬元營業額,母公司,母公司,母公司,百萬元營業額,N,8039.0,1107.0,904.0,828.0,740.0,0.11,3.0,0.0035,91546.0,12.5613,1.0,0.0075,10059.47,19553.53,572.64455,4.0633,9.0,3.0,0.0,0.0,1.0,1.0,782.96,1150.97,1933.93,0.2654
南電,電子零組件業,母公司,百萬元營業額,N,母公司,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,百萬元營業額,母公司,母公司,母公司,百萬元營業額,N,8046.0,1323.0,1167.0,1190.0,1131.0,0.029,0.0,0.0,4512000.0,69.8,5.0,0.0,9409.16,477488.77,328466.36,10.07,9.0,3.0,0.0,0.0,0.984,1.0,5351.0,16356.0,21707.0,21.0
瀚荃,電子零組件業,,,N,,N,母公司,ISO 14064,母公司,ISO 14064,母公司,ISO 14064,母公司營業額(百萬元),母公司,母公司,母公司,,ISO 14001,8103.0,1229.0,1050.0,933.0,788.0,0.43,0.0,0.0,682.0,1.4679,2.0,0.0,41.5486,203.7935,37.2891,0.829,7.0,3.0,1.0,0.1429,0.9592,1.0,0.0,4.4081,4.4081,0.0044
志超,電子零組件業,僅母公司,(度/人),N,,N,僅母公司,N,僅母公司,N,僅母公司,N,百萬元營業額,僅母公司,僅母公司,僅母公司,僅母公司，單位：新台幣百萬元,ISO 14001,8213.0,2771.0,2523.0,1426.0,1210.0,0.3333,0.0,0.0,556202.0,1755.0,1.0,0.01065,814.4721,16597.55,16666.3,1.9856,15.0,3.0,5.0,0.3333,0.9999,0.4,2085.72,1595.33,3681.05,0.2145
菱光,電子零組件業,母公司,,N,,N,,N,,N,,N,,,,,,N,8249.0,2529.0,2292.0,1483.0,1262.0,0.25,0.0,0.0,963.0,149.673,2.0,0.0,260.9508,6794.32175,62.5547,6933.0145,7.0,3.0,1.0,0.1429,1.0,0.9375,2.9565,962.1640500000001,965.11905,962.92225
士電,電機機械,揭露範疇涵蓋士電台灣營運地區，包含台北總部及四大事業群(重電事業群、電裝品事業群、機器事業群與自動化事業群)但揭露範疇不包含合併報表之子公司及海外據點。,百萬元營業額,N,,N,揭露範疇涵蓋士電台灣營運地區，包含台北總部及四大事業群(重電事業群、電裝品事業群、機器事業群與自動化事業群)但揭露範疇不包含合併報表之子公司及海外據點。,N,揭露範疇涵蓋士電台灣營運地區，包含台北總部及四大事業群(重電事業群、電裝品事業群、機器事業群與自動化事業群)但揭露範疇不包含合併報表之子公司及海外據點。,N,,N,百萬元營業額,揭露範疇涵蓋士電台灣營運地區，包含台北總部及四大事業群(重電事業群、電裝品事業群、機器事業群與自動化事業群)但揭露範疇不包含合併報表之子公司及海外據點。,揭露範疇涵蓋士電台灣營運地區，包含台北總部及四大事業群(重電事業群、電裝品事業群、機器事業群與自動化事業群)但揭露範疇不包含合併報表之子公司及海外據點。,揭露範疇涵蓋士電台灣營運地區，包含台北總部及四大事業群(重電事業群、電裝品事業群、機器事業群與自動化事業群)但揭露範疇不包含合併報表之子公司及海外據點。,,N,1503.0,1217.0,1074.0,1049.0,854.0,0.09,0.0,0.0,222100.0,0.0073,1.0,0.0,3190.83,19064.61,52.2595,0.943,15.0,3.0,0.0,0.0,0.85,1.0,2.0,986.84,988.84,0.0015
