,公司代號,公司名稱,產業類別,直接(範疇一)溫室氣體排放量(公噸CO₂e),能源間接(範疇二)溫室氣體排放量(公噸CO₂e),其他間接(範疇三)溫室氣體排放量(公噸CO₂e),溫室氣體排放密集度,再生能源使用率,用水量(公噸(t)),用水密集度,有害廢棄物(公噸(t)),非有害廢棄物(公噸(t)),總重量(有害+非有害)(公噸(t)),廢棄物密集度,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數,職業災害比率,火災件數,火災死傷人數,火災比率(死傷人數/員工總人數),董事會席次(席),獨立董事席次(席),女性董事比率,董事出席董事會出席率,公司年度召開法說會次數(次),ESG,E,S,G,ESG_ByPR
30,1305,華夏,塑膠工業,39.0,19.0,34.0,29.0,19.0,19.0,89.0,44.0,49.0,49.0,84.0,49.0,54.0,64.0,64.0,19.0,14,19.0,19,19,19.0,39,9,59.0,14.0,89,59.0,60.0,35.0,80.0,39
31,1307,三芳,塑膠工業,94.0,79.0,79.0,24.0,99.0,69.0,49.0,29.0,69.0,69.0,49.0,69.0,74.0,34.0,59.0,44.0,4,4.0,24,24,24.0,34,14,59.0,9.0,14,72.0,76.0,70.0,70.0,46
32,1308,亞聚,塑膠工業,69.0,29.0,39.0,64.0,24.0,54.0,84.0,84.0,79.0,79.0,94.0,89.0,89.0,89.0,89.0,9.0,84,89.0,29,29,29.0,54,84,59.0,19.0,59,64.0,60.0,63.0,71.0,62
33,1309,台達化,塑膠工業,64.0,34.0,54.0,94.0,29.0,49.0,94.0,79.0,59.0,59.0,79.0,74.0,64.0,69.0,69.0,59.0,79,84.0,34,34,34.0,44,19,74.0,49.0,64,62.0,63.0,45.0,77.0,59
34,1310,台苯,塑膠工業,34.0,44.0,19.0,44.0,49.0,29.0,79.0,74.0,54.0,54.0,74.0,59.0,49.0,59.0,54.0,64.0,74,79.0,39,39,39.0,79,79,69.0,29.0,49,64.0,78.0,40.0,70.0,54
35,1312,國喬,塑膠工業,19.0,59.0,29.0,14.0,44.0,24.0,9.0,99.0,14.0,19.0,9.0,54.0,59.0,54.0,49.0,84.0,69,74.0,44,44,44.0,9,0,89.0,44.0,44,54.0,55.0,40.0,67.0,42
36,1313,聯成,塑膠工業,44.0,84.0,64.0,79.0,74.0,59.0,44.0,19.0,64.0,64.0,44.0,84.0,84.0,84.0,84.0,39.0,39,9.0,4,4,4.0,74,24,59.0,69.0,79,55.0,49.0,53.0,65.0,53
37,1314,中石化,塑膠工業,14.0,14.0,14.0,9.0,39.0,14.0,4.0,0.0,19.0,14.0,4.0,29.0,29.0,24.0,24.0,34.0,44,39.0,49,49,49.0,59,39,59.0,4.0,69,74.0,96.0,48.0,72.0,29
38,1315,達新,塑膠工業,84.0,94.0,99.0,69.0,64.0,94.0,59.0,89.0,99.0,99.0,59.0,19.0,19.0,19.0,19.0,99.0,59,59.0,59,59,59.0,64,34,59.0,39.0,39,67.0,70.0,70.0,60.0,62
39,1316,上曜,建材營造,91.0,73.0,55.0,97.0,43.0,91.0,93.0,99.0,61.0,61.0,57.0,21.0,27.0,11.0,1.0,81.0,99,99.0,99,99,99.0,33,97,97.0,99.0,93,60.0,31.0,68.0,75.0,72
40,1319,東陽,汽車工業,0.0,0.0,27.0,33.0,51.0,0.0,15.0,0.0,18.0,15.0,45.0,63.0,60.0,66.0,66.0,27.0,39,39.0,99,99,99.0,18,30,72.0,42.0,96,66.0,55.0,70.0,70.0,43
41,1321,大洋,塑膠工業,89.0,39.0,59.0,99.0,89.0,99.0,99.0,69.0,74.0,74.0,89.0,24.0,24.0,29.0,29.0,49.0,9,0.0,64,64,64.0,69,94,94.0,79.0,34,61.0,63.0,50.0,70.0,62
42,1323,永裕,塑膠工業,99.0,89.0,84.0,84.0,69.0,79.0,34.0,94.0,89.0,94.0,69.0,14.0,14.0,14.0,14.0,74.0,24,24.0,69,69,69.0,84,69,59.0,74.0,29,62.0,63.0,60.0,63.0,61
43,1324,地球,塑膠工業,79.0,99.0,89.0,89.0,79.0,84.0,39.0,49.0,94.0,89.0,54.0,9.0,9.0,9.0,4.0,89.0,64,64.0,74,74,74.0,0,44,59.0,84.0,24,62.0,59.0,65.0,63.0,59
44,1325,恆大,塑膠工業,59.0,54.0,69.0,54.0,59.0,74.0,54.0,24.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,94.0,89,69.0,79,79,79.0,29,74,99.0,64.0,19,50.0,25.0,75.0,59.0,51
45,1326,台化,塑膠工業,0.0,4.0,0.0,4.0,54.0,0.0,0.0,64.0,4.0,4.0,0.0,94.0,94.0,94.0,94.0,24.0,29,49.0,84,84,84.0,94,49,64.0,0.0,74,71.0,81.0,55.0,75.0,44
46,1337,再生-KY,塑膠工業,29.0,74.0,49.0,39.0,14.0,39.0,24.0,34.0,24.0,29.0,19.0,34.0,34.0,39.0,34.0,54.0,94,94.0,89,89,89.0,24,54,59.0,89.0,9,47.0,25.0,58.0,64.0,48
47,1338,廣華-KY,汽車工業,24.0,12.0,9.0,0.0,60.0,0.0,99.0,3.0,33.0,27.0,99.0,15.0,15.0,0.0,6.0,54.0,48,48.0,39,39,39.0,0,21,39.0,57.0,75,60.0,55.0,60.0,64.0,33
48,1339,昭輝,汽車工業,87.0,87.0,75.0,39.0,30.0,84.0,27.0,66.0,87.0,75.0,0.0,48.0,57.0,57.0,24.0,60.0,30,6.0,36,36,36.0,36,60,99.0,27.0,39,66.0,45.0,80.0,70.0,50
49,1340,勝悅-KY,塑膠工業,24.0,69.0,44.0,34.0,9.0,34.0,29.0,39.0,29.0,24.0,24.0,39.0,39.0,44.0,39.0,29.0,99,99.0,94,94,94.0,19,59,84.0,94.0,4,45.0,25.0,58.0,60.0,50
50,1341,富林-KY,塑膠工業,49.0,64.0,74.0,59.0,84.0,64.0,69.0,14.0,44.0,44.0,34.0,44.0,44.0,49.0,44.0,79.0,34,34.0,54,54,54.0,4,64,59.0,54.0,0,62.0,67.0,50.0,68.0,49
52,1402,遠東新,紡織纖維,19.0,19.0,19.0,61.0,69.0,21.0,81.0,19.0,19.0,19.0,79.0,91.0,91.0,95.0,93.0,69.0,23,55.0,99,99,99.0,95,53,79.0,77.0,97,73.0,70.0,63.0,83.0,63
53,1409,新纖,紡織纖維,23.0,21.0,69.0,51.0,87.0,33.0,85.0,75.0,29.0,35.0,37.0,63.0,63.0,81.0,87.0,45.0,47,67.0,55,55,55.0,87,23,63.0,35.0,33,60.0,61.0,58.0,62.0,54
54,1410,南染,紡織纖維,55.0,77.0,23.0,69.0,93.0,47.0,51.0,31.0,65.0,47.0,55.0,95.0,95.0,51.0,51.0,71.0,75,69.0,53,53,53.0,33,75,63.0,71.0,47,51.0,25.0,70.0,56.0,60
55,1413,宏洲,紡織纖維,61.0,49.0,21.0,47.0,67.0,19.0,19.0,47.0,81.0,77.0,69.0,49.0,49.0,73.0,69.0,39.0,73,71.0,51,51,51.0,91,77,83.0,25.0,45,55.0,43.0,60.0,61.0,56
56,1414,東和,紡織纖維,91.0,71.0,61.0,27.0,49.0,97.0,97.0,67.0,61.0,71.0,23.0,19.0,19.0,21.0,23.0,55.0,55,31.0,49,49,49.0,35,47,77.0,51.0,43,52.0,55.0,48.0,53.0,51
58,1417,嘉裕,紡織纖維,51.0,43.0,45.0,71.0,83.0,43.0,53.0,35.0,59.0,43.0,57.0,65.0,67.0,59.0,67.0,99.0,63,53.0,47,47,47.0,25,45,77.0,89.0,41,49.0,25.0,55.0,63.0,57
59,1418,東華,紡織纖維,95.0,93.0,75.0,37.0,47.0,93.0,45.0,69.0,93.0,97.0,75.0,87.0,87.0,69.0,61.0,59.0,69,75.0,45,45,45.0,43,43,63.0,43.0,39,60.0,55.0,78.0,51.0,65
60,1419,新紡,紡織纖維,69.0,53.0,97.0,67.0,45.0,67.0,65.0,71.0,73.0,79.0,73.0,77.0,75.0,87.0,85.0,91.0,61,59.0,43,43,43.0,37,41,63.0,61.0,37,65.0,43.0,85.0,68.0,64
61,1423,利華,紡織纖維,87.0,59.0,47.0,99.0,79.0,73.0,99.0,73.0,83.0,87.0,99.0,61.0,65.0,53.0,49.0,79.0,71,77.0,41,41,41.0,21,39,63.0,83.0,49,65.0,78.0,58.0,60.0,66
62,1432,大魯閣,運動休閒,51.0,45.0,33.0,69.0,15.0,51.0,39.0,39.0,39.0,39.0,39.0,3.0,3.0,9.0,9.0,87.0,69,99.0,99,99,99.0,3,93,69.0,9.0,21,63.0,25.0,78.0,60.0,47
63,1434,福懋,紡織纖維,25.0,29.0,55.0,59.0,23.0,25.0,23.0,41.0,31.0,33.0,43.0,21.0,21.0,55.0,45.0,31.0,43,33.0,39,39,39.0,77,37,69.0,81.0,77,73.0,82.0,60.0,77.0,42
65,1436,華友聯,建材營造,93.0,87.0,53.0,57.0,15.0,95.0,79.0,43.0,23.0,31.0,49.0,41.0,45.0,51.0,55.0,99.0,51,51.0,45,43,43.0,71,93,55.0,59.0,5,57.0,53.0,58.0,61.0,55
67,1438,三地開發,建材營造,9.0,9.0,41.0,29.0,93.0,0.0,13.0,41.0,31.0,23.0,27.0,25.0,23.0,0.0,0.0,67.0,49,49.0,43,41,41.0,27,33,87.0,75.0,33,56.0,25.0,88.0,56.0,35
68,1439,雋揚,建材營造,41.0,99.0,65.0,9.0,37.0,79.0,71.0,39.0,93.0,95.0,71.0,45.0,43.0,15.0,37.0,99.0,47,47.0,41,39,39.0,25,31,69.0,17.0,69,53.0,34.0,50.0,70.0,52
69,1440,南紡,紡織纖維,29.0,33.0,25.0,49.0,21.0,51.0,43.0,63.0,55.0,65.0,71.0,43.0,43.0,77.0,77.0,41.0,41,23.0,37,37,37.0,99,83,91.0,55.0,93,65.0,60.0,55.0,75.0,53
70,1441,大東,紡織纖維,57.0,75.0,95.0,43.0,85.0,49.0,41.0,33.0,67.0,49.0,53.0,85.0,85.0,75.0,75.0,73.0,67,83.0,35,35,35.0,39,81,75.0,97.0,79,55.0,25.0,78.0,61.0,64
71,1442,名軒,建材營造,81.0,91.0,51.0,45.0,35.0,85.0,81.0,37.0,21.0,35.0,51.0,61.0,65.0,65.0,77.0,99.0,45,45.0,39,37,37.0,23,29,89.0,67.0,53,62.0,40.0,75.0,69.0,56
73,1444,力麗,紡織纖維,31.0,23.0,35.0,25.0,57.0,61.0,87.0,79.0,43.0,53.0,83.0,29.0,23.0,25.0,21.0,67.0,51,57.0,33,33,33.0,57,49,73.0,19.0,35,66.0,81.0,60.0,61.0,45
74,1445,大宇,紡織纖維,45.0,91.0,51.0,93.0,71.0,63.0,37.0,43.0,97.0,69.0,65.0,69.0,71.0,85.0,83.0,49.0,79,85.0,31,31,31.0,71,35,67.0,63.0,31,49.0,25.0,70.0,51.0,62
75,1446,宏和,紡織纖維,73.0,47.0,49.0,21.0,27.0,81.0,31.0,81.0,87.0,91.0,67.0,75.0,79.0,79.0,59.0,53.0,99,87.0,29,29,29.0,63,31,89.0,29.0,29,61.0,63.0,70.0,53.0,58
76,1447,力鵬,紡織纖維,21.0,31.0,57.0,29.0,59.0,23.0,55.0,49.0,23.0,25.0,59.0,47.0,39.0,47.0,55.0,65.0,49,51.0,27,27,27.0,49,29,89.0,33.0,27,66.0,69.0,65.0,63.0,42
77,1449,佳和,紡織纖維,63.0,35.0,73.0,23.0,91.0,37.0,91.0,83.0,69.0,73.0,31.0,25.0,27.0,35.0,47.0,33.0,45,47.0,25,25,25.0,93,87,63.0,27.0,25,56.0,53.0,65.0,52.0,50
78,1451,年興,紡織纖維,67.0,55.0,59.0,79.0,63.0,29.0,21.0,21.0,33.0,23.0,21.0,67.0,55.0,29.0,29.0,63.0,19,19.0,23,23,23.0,65,27,63.0,59.0,23,55.0,41.0,60.0,63.0,41
79,1452,宏益,紡織纖維,89.0,51.0,87.0,45.0,19.0,71.0,83.0,85.0,85.0,89.0,91.0,57.0,61.0,57.0,37.0,77.0,37,21.0,57,57,57.0,61,25,73.0,65.0,21,62.0,60.0,55.0,68.0,60
80,1453,大將,建材營造,1.0,1.0,7.0,27.0,33.0,0.0,7.0,35.0,3.0,3.0,3.0,1.0,0.0,0.0,7.0,89.0,43,43.0,37,35,35.0,21,27,71.0,21.0,55,52.0,25.0,73.0,57.0,23
81,1454,台富,紡織纖維,79.0,79.0,41.0,77.0,65.0,85.0,67.0,57.0,45.0,55.0,25.0,39.0,37.0,45.0,57.0,37.0,87,97.0,21,21,21.0,51,91,89.0,45.0,89,52.0,25.0,70.0,58.0,58
