,公司代號,公司名稱,產業類別,直接(範疇一)溫室氣體排放量(公噸CO₂e),能源間接(範疇二)溫室氣體排放量(公噸CO₂e),其他間接(範疇三)溫室氣體排放量(公噸CO₂e),溫室氣體排放密集度,再生能源使用率,用水量(公噸(t)),用水密集度,有害廢棄物(公噸(t)),非有害廢棄物(公噸(t)),總重量(有害+非有害)(公噸(t)),廢棄物密集度,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數,職業災害比率,火災件數,火災死傷人數,火災比率(死傷人數/員工總人數),董事會席次(席),獨立董事席次(席),女性董事比率,董事出席董事會出席率,公司年度召開法說會次數(次),ESG,E,S,G,ESG_ByPR
373,2465,麗臺,電腦及週邊設備業,29.0,47.0,79.0,59.0,7.0,63.0,65.0,95.0,97.0,99.0,11.0,0.0,0.0,19.0,19.0,83.0,11,0.0,0,0,0.0,7,49,57.0,0.0,1,53.0,40.0,63.0,55.0,34
374,2466,冠西電,光電業,91.0,94.0,77.0,63.0,35.0,95.0,63.0,99.0,90.0,91.0,81.0,38.0,38.0,36.0,32.0,42.0,72,50.0,59,55,55.0,65,69,95.0,43.0,33,64.0,48.0,73.0,70.0,64
375,2467,志聖,電子零組件業,60.0,89.0,87.0,82.0,48.0,70.0,66.0,86.0,61.0,70.0,67.0,59.0,57.0,85.0,84.0,21.0,53,58.0,26,3,3.0,43,76,75.0,42.0,31,50.0,34.0,53.0,59.0,58
376,2468,華經,資訊服務業,99.0,90.0,81.0,81.0,72.0,90.0,54.0,81.0,63.0,54.0,36.0,9.0,9.0,9.0,9.0,63.0,36,18.0,81,81,81.0,27,18,72.0,72.0,63,62.0,45.0,58.0,69.0,56
377,2471,資通,資訊服務業,72.0,54.0,99.0,54.0,63.0,63.0,18.0,72.0,99.0,99.0,45.0,90.0,90.0,90.0,90.0,27.0,99,99.0,72,72,72.0,63,90,81.0,90.0,54,70.0,53.0,70.0,74.0,74
378,2472,立隆電,電子零組件業,29.0,30.0,82.0,7.0,47.0,95.0,13.0,36.0,54.0,51.0,21.0,76.0,75.0,86.0,88.0,79.0,54,57.0,6,4,4.0,49,94,75.0,26.0,60,66.0,34.0,95.0,68.0,50
379,2474,可成,其他電子業,19.0,21.0,25.0,19.0,31.0,21.0,17.0,75.0,39.0,39.0,21.0,21.0,23.0,27.0,25.0,67.0,29,39.0,31,31,31.0,35,33,63.0,35.0,99,70.0,56.0,70.0,80.0,35
380,2476,鉅祥,電子零組件業,72.0,73.0,80.0,52.0,14.0,68.0,59.0,98.0,62.0,71.0,53.0,22.0,27.0,30.0,34.0,60.0,29,14.0,7,5,5.0,48,93,94.0,65.0,32,52.0,25.0,60.0,66.0,49
381,2477,美隆電,其他電子業,83.0,85.0,89.0,83.0,51.0,83.0,71.0,77.0,75.0,81.0,85.0,37.0,39.0,41.0,39.0,37.0,49,75.0,29,29,29.0,89,35,67.0,41.0,39,46.0,45.0,35.0,55.0,59
382,2478,大毅,電子零組件業,81.0,37.0,93.0,4.0,46.0,94.0,26.0,20.0,51.0,30.0,15.0,35.0,36.0,32.0,31.0,58.0,47,44.0,8,6,6.0,47,92,81.0,80.0,33,57.0,63.0,48.0,60.0,44
383,2480,敦陽科,資訊服務業,63.0,72.0,72.0,45.0,54.0,99.0,90.0,63.0,72.0,81.0,54.0,45.0,45.0,54.0,63.0,45.0,18,45.0,63,63,63.0,81,81,36.0,54.0,90,70.0,43.0,70.0,76.0,62
384,2481,強茂,半導體業,47.0,43.0,58.0,49.0,28.0,41.0,42.0,44.0,35.0,39.0,43.0,25.0,26.0,26.0,21.0,96.0,37,29.0,34,15,15.0,91,75,76.0,85.0,57,65.0,61.0,58.0,74.0,45
385,2482,連宇,其他電子業,71.0,69.0,91.0,81.0,53.0,73.0,69.0,79.0,91.0,89.0,59.0,47.0,45.0,49.0,45.0,89.0,53,27.0,27,27,27.0,33,87,63.0,85.0,19,58.0,45.0,70.0,58.0,60
386,2483,百容,電子零組件業,80.0,85.0,45.0,85.0,86.0,56.0,28.0,76.0,68.0,76.0,30.0,4.0,4.0,5.0,2.0,27.0,16,6.0,9,7,7.0,46,91,93.0,94.0,61,53.0,33.0,48.0,73.0,46
387,2484,希華,電子零組件業,62.0,50.0,64.0,28.0,89.0,48.0,31.0,62.0,74.0,73.0,60.0,18.0,16.0,20.0,26.0,57.0,66,52.0,10,8,8.0,86,19,79.0,25.0,34,64.0,58.0,78.0,58.0,45
388,2485,兆赫,通信網路業,29.0,45.0,75.0,57.0,35.0,45.0,53.0,37.0,69.0,67.0,83.0,15.0,17.0,15.0,15.0,91.0,13,17.0,21,33,33.0,95,25,71.0,13.0,23,48.0,50.0,53.0,44.0,42
389,2486,一詮,光電業,85.0,68.0,46.0,38.0,60.0,65.0,59.0,46.0,76.0,62.0,77.0,52.0,43.0,48.0,52.0,46.0,60,51.0,60,54,54.0,63,73,77.0,80.0,54,46.0,47.0,30.0,56.0,60
390,2488,漢平,其他電子業,75.0,71.0,93.0,89.0,55.0,69.0,99.0,55.0,73.0,79.0,87.0,61.0,61.0,63.0,47.0,25.0,73,79.0,25,25,25.0,99,89,65.0,71.0,21,65.0,48.0,85.0,64.0,64
391,2489,瑞軒,光電業,57.0,54.0,53.0,88.0,69.0,67.0,97.0,73.0,36.0,37.0,66.0,91.0,91.0,96.0,97.0,51.0,59,86.0,61,53,53.0,95,77,78.0,66.0,53,58.0,59.0,48.0,65.0,69
392,2491,吉祥全,光電業,87.0,80.0,50.0,58.0,45.0,87.0,60.0,72.0,68.0,73.0,65.0,68.0,68.0,41.0,51.0,56.0,82,87.0,62,52,52.0,42,34,92.0,41.0,52,60.0,53.0,60.0,66.0,62
393,2492,華新科,電子零組件業,19.0,10.0,37.0,27.0,66.0,85.0,89.0,17.0,19.0,18.0,28.0,6.0,5.0,23.0,33.0,93.0,20,36.0,11,9,9.0,15,18,85.0,17.0,20,62.0,63.0,48.0,73.0,31
394,2493,揚博,電子零組件業,6.0,1.0,24.0,3.0,74.0,69.0,27.0,97.0,59.0,69.0,8.0,66.0,68.0,76.0,75.0,58.0,68,67.0,12,10,10.0,42,88,89.0,92.0,19,52.0,25.0,75.0,54.0,49
395,2495,普安,電腦及週邊設備業,91.0,31.0,33.0,0.0,43.0,47.0,69.0,41.0,83.0,83.0,85.0,7.0,11.0,27.0,27.0,5.0,95,97.0,0,0,0.0,7,69,57.0,77.0,1,65.0,60.0,65.0,69.0,42
397,2497,怡利電,汽車工業,84.0,78.0,90.0,72.0,84.0,60.0,93.0,93.0,93.0,96.0,72.0,69.0,69.0,54.0,63.0,0.0,72,72.0,69,69,69.0,0,84,57.0,45.0,63,60.0,41.0,68.0,68.0,68
398,2498,宏達電,通信網路業,61.0,39.0,49.0,33.0,51.0,33.0,21.0,55.0,47.0,51.0,41.0,75.0,77.0,87.0,69.0,69.0,51,69.0,35,31,31.0,43,91,79.0,61.0,83,68.0,74.0,58.0,76.0,55
399,2501,國建,建材營造,25.0,37.0,75.0,51.0,21.0,61.0,73.0,21.0,43.0,39.0,0.0,51.0,61.0,63.0,71.0,77.0,7,5.0,0,23,23.0,59,17,65.0,39.0,15,52.0,33.0,55.0,65.0,39
400,2504,國產,建材營造,0.0,15.0,0.0,0.0,89.0,13.0,17.0,0.0,29.0,53.0,11.0,63.0,79.0,59.0,75.0,47.0,0,0.0,23,19,19.0,91,95,61.0,61.0,67,64.0,44.0,65.0,78.0,38
401,2505,國揚,建材營造,0.0,19.0,0.0,0.0,19.0,25.0,67.0,19.0,95.0,79.0,87.0,67.0,71.0,57.0,61.0,33.0,31,31.0,1,0,0.0,61,35,65.0,33.0,23,56.0,25.0,83.0,58.0,38
402,2506,太設,建材營造,77.0,55.0,47.0,99.0,39.0,99.0,95.0,17.0,81.0,83.0,69.0,0.0,0.0,13.0,19.0,29.0,21,21.0,21,17,17.0,63,37,57.0,97.0,49,54.0,34.0,63.0,62.0,47
403,2509,全坤建,建材營造,43.0,79.0,69.0,49.0,17.0,73.0,45.0,15.0,89.0,91.0,63.0,9.0,9.0,21.0,29.0,95.0,17,17.0,19,15,15.0,3,11,55.0,79.0,27,54.0,25.0,78.0,58.0,41
404,2511,太子,建材營造,21.0,21.0,39.0,41.0,95.0,11.0,35.0,0.0,7.0,57.0,13.0,15.0,19.0,23.0,27.0,85.0,27,27.0,17,13,13.0,99,99,75.0,23.0,91,71.0,45.0,93.0,73.0,38
406,2516,新建,建材營造,15.0,29.0,9.0,61.0,13.0,31.0,47.0,13.0,45.0,59.0,35.0,0.0,1.0,1.0,0.0,37.0,0,0.0,15,11,11.0,77,9,81.0,0.0,21,48.0,34.0,48.0,58.0,24
407,2520,冠德,建材營造,51.0,69.0,87.0,83.0,11.0,0.0,9.0,11.0,0.0,0.0,7.0,85.0,89.0,69.0,73.0,93.0,23,23.0,13,9,9.0,69,7,65.0,0.0,75,62.0,40.0,68.0,75.0,40
408,2524,京城,建材營造,67.0,47.0,79.0,59.0,9.0,89.0,83.0,9.0,97.0,97.0,73.0,49.0,49.0,43.0,43.0,83.0,25,25.0,11,7,7.0,55,79,83.0,15.0,19,44.0,25.0,53.0,53.0,50
409,2527,宏璟,建材營造,83.0,17.0,3.0,21.0,7.0,23.0,5.0,7.0,67.0,65.0,17.0,65.0,69.0,31.0,51.0,95.0,53,53.0,9,5,5.0,87,5,93.0,47.0,17,57.0,34.0,80.0,58.0,38
410,2528,皇普,建材營造,99.0,97.0,23.0,0.0,5.0,77.0,57.0,5.0,63.0,63.0,67.0,29.0,37.0,25.0,11.0,29.0,33,33.0,7,3,3.0,15,83,55.0,9.0,77,59.0,29.0,65.0,78.0,39
411,2530,華建,建材營造,87.0,35.0,25.0,43.0,3.0,55.0,87.0,3.0,13.0,11.0,45.0,73.0,75.0,73.0,67.0,89.0,57,57.0,5,1,1.0,29,3,55.0,81.0,13,70.0,39.0,85.0,81.0,42
412,2534,宏盛,建材營造,29.0,31.0,0.0,5.0,1.0,15.0,27.0,1.0,51.0,45.0,0.0,11.0,11.0,39.0,35.0,51.0,59,59.0,3,0,0.0,13,1,87.0,51.0,11,61.0,28.0,78.0,73.0,24
413,2535,達欣工,建材營造,23.0,23.0,81.0,65.0,0.0,33.0,51.0,45.0,25.0,19.0,37.0,71.0,77.0,83.0,85.0,39.0,3,11.0,47,0,0.0,11,3,55.0,65.0,79,61.0,49.0,58.0,74.0,40
414,2536,宏普,建材營造,71.0,89.0,59.0,91.0,0.0,97.0,99.0,23.0,39.0,37.0,55.0,83.0,91.0,87.0,91.0,83.0,97,97.0,25,45,45.0,9,89,87.0,57.0,9,53.0,31.0,63.0,63.0,64
415,2537,聯上發,建材營造,3.0,3.0,21.0,25.0,0.0,1.0,11.0,47.0,11.0,9.0,21.0,17.0,15.0,35.0,59.0,89.0,55,55.0,49,47,47.0,7,3,97.0,63.0,7,54.0,25.0,60.0,72.0,31
416,2538,基泰,建材營造,5.0,5.0,13.0,31.0,97.0,3.0,3.0,51.0,35.0,27.0,29.0,97.0,83.0,93.0,81.0,29.0,95,95.0,77,49,49.0,85,39,63.0,11.0,1,49.0,40.0,63.0,45.0,48
417,2539,櫻花建,建材營造,53.0,33.0,97.0,85.0,41.0,39.0,89.0,97.0,69.0,67.0,91.0,37.0,39.0,55.0,53.0,67.0,13,0.0,97,51,51.0,7,3,87.0,83.0,3,63.0,55.0,60.0,72.0,54
418,2540,愛山林,建材營造,7.0,7.0,15.0,33.0,87.0,5.0,1.0,95.0,33.0,25.0,31.0,99.0,99.0,99.0,99.0,77.0,93,93.0,95,97,97.0,7,13,87.0,7.0,1,45.0,25.0,60.0,50.0,54
419,2542,興富發,建材營造,31.0,43.0,67.0,73.0,45.0,59.0,77.0,93.0,57.0,51.0,89.0,35.0,41.0,61.0,41.0,89.0,91,91.0,93,95,95.0,5,0,73.0,53.0,1,55.0,31.0,65.0,66.0,60
420,2543,皇昌,建材營造,39.0,0.0,11.0,15.0,85.0,19.0,31.0,91.0,9.0,7.0,5.0,0.0,0.0,9.0,0.0,55.0,5,7.0,91,93,93.0,31,45,71.0,45.0,1,53.0,25.0,65.0,66.0,33
421,2545,皇翔,建材營造,61.0,49.0,29.0,53.0,83.0,75.0,61.0,89.0,73.0,71.0,19.0,33.0,29.0,77.0,79.0,35.0,89,89.0,89,91,91.0,83,77,85.0,55.0,1,50.0,25.0,68.0,55.0,64
422,2546,根基,建材營造,17.0,25.0,1.0,63.0,81.0,29.0,43.0,87.0,15.0,13.0,33.0,5.0,7.0,33.0,31.0,41.0,3,9.0,87,89,89.0,65,67,55.0,25.0,81,63.0,52.0,53.0,78.0,42
423,2547,日勝生,建材營造,45.0,71.0,89.0,67.0,79.0,63.0,65.0,85.0,91.0,93.0,65.0,53.0,57.0,49.0,49.0,97.0,87,87.0,85,87,87.0,75,91,55.0,69.0,83,65.0,48.0,70.0,74.0,74
424,2548,華固,建材營造,85.0,83.0,73.0,93.0,77.0,69.0,21.0,83.0,85.0,87.0,99.0,95.0,97.0,97.0,97.0,67.0,85,85.0,83,85,85.0,81,87,79.0,41.0,95,60.0,43.0,60.0,73.0,81
425,2597,潤弘,建材營造,19.0,45.0,37.0,71.0,75.0,17.0,39.0,81.0,0.0,0.0,9.0,55.0,67.0,79.0,69.0,43.0,83,83.0,0,83,83.0,73,59,67.0,3.0,31,60.0,56.0,60.0,64.0,49
426,2601,益航,貿易百貨,99.0,15.0,33.0,3.0,93.0,9.0,15.0,99.0,27.0,27.0,3.0,93.0,93.0,87.0,93.0,75.0,99,99.0,99,99,99.0,27,99,57.0,27.0,39,71.0,38.0,85.0,66.0,62
427,2603,長榮,航運業,0.0,7.0,0.0,27.0,11.0,15.0,75.0,63.0,35.0,27.0,95.0,75.0,83.0,83.0,95.0,35.0,35,51.0,19,7,7.0,43,43,67.0,91.0,63,74.0,54.0,80.0,77.0,44
428,2605,新興,航運業,35.0,99.0,91.0,87.0,63.0,79.0,35.0,55.0,27.0,59.0,23.0,91.0,91.0,79.0,83.0,87.0,91,91.0,23,11,11.0,7,83,47.0,31.0,23,59.0,43.0,60.0,66.0,58
429,2606,裕民,航運業,19.0,87.0,27.0,95.0,31.0,99.0,99.0,47.0,23.0,95.0,99.0,79.0,87.0,87.0,87.0,55.0,87,87.0,27,15,15.0,79,3,75.0,75.0,95,69.0,66.0,60.0,80.0,64
430,2607,榮運,航運業,51.0,55.0,47.0,47.0,27.0,43.0,63.0,51.0,71.0,67.0,67.0,27.0,27.0,39.0,51.0,51.0,39,23.0,3,19,19.0,31,7,67.0,87.0,27,63.0,29.0,68.0,76.0,43
431,2608,嘉里大榮,航運業,39.0,15.0,67.0,35.0,59.0,31.0,19.0,59.0,51.0,43.0,43.0,7.0,7.0,15.0,19.0,23.0,3,0.0,31,23,23.0,35,11,83.0,3.0,31,51.0,33.0,40.0,72.0,30
432,2609,陽明,航運業,15.0,47.0,11.0,3.0,99.0,19.0,87.0,0.0,79.0,3.0,51.0,71.0,59.0,71.0,71.0,67.0,63,59.0,35,27,27.0,75,15,47.0,19.0,87,71.0,65.0,70.0,75.0,46
433,2610,華航,航運業,7.0,27.0,15.0,23.0,3.0,35.0,79.0,35.0,11.0,15.0,83.0,87.0,71.0,99.0,99.0,63.0,11,39.0,39,31,31.0,87,19,91.0,59.0,35,65.0,68.0,55.0,74.0,46
434,2611,志信,航運業,55.0,43.0,23.0,19.0,79.0,23.0,23.0,11.0,43.0,39.0,3.0,31.0,39.0,7.0,23.0,27.0,75,75.0,43,35,35.0,15,23,47.0,71.0,39,55.0,25.0,58.0,68.0,36
435,2612,中航,航運業,47.0,71.0,31.0,39.0,51.0,67.0,55.0,71.0,99.0,87.0,59.0,59.0,63.0,59.0,75.0,59.0,71,71.0,47,39,39.0,39,27,47.0,43.0,79,63.0,56.0,58.0,71.0,57
436,2613,中櫃,航運業,75.0,51.0,39.0,59.0,19.0,63.0,51.0,75.0,67.0,63.0,27.0,3.0,3.0,3.0,7.0,3.0,51,31.0,51,43,43.0,67,31,59.0,63.0,43,63.0,53.0,58.0,73.0,42
437,2615,萬海,航運業,11.0,23.0,3.0,15.0,83.0,91.0,83.0,23.0,0.0,0.0,31.0,55.0,55.0,67.0,63.0,83.0,19,19.0,11,47,47.0,19,35,95.0,35.0,71,67.0,36.0,68.0,82.0,42
438,2616,山隆,油電燃氣業,39.0,39.0,15.0,39.0,99.0,51.0,87.0,99.0,39.0,51.0,75.0,27.0,27.0,27.0,27.0,51.0,27,27.0,99,99,99.0,39,87,63.0,99.0,63,44.0,25.0,55.0,58.0,57
439,2617,台航,航運業,31.0,83.0,35.0,91.0,7.0,95.0,67.0,99.0,7.0,11.0,7.0,47.0,47.0,75.0,59.0,3.0,99,99.0,99,51,51.0,23,39,47.0,11.0,15,61.0,34.0,73.0,62.0,50
440,2618,長榮航,航運業,3.0,35.0,7.0,31.0,0.0,39.0,91.0,39.0,87.0,83.0,15.0,83.0,79.0,95.0,91.0,75.0,0,15.0,63,55,55.0,47,3,67.0,99.0,67,72.0,67.0,73.0,75.0,51
441,2630,亞航,航運業,99.0,63.0,83.0,67.0,15.0,51.0,39.0,31.0,83.0,75.0,79.0,11.0,11.0,11.0,11.0,31.0,67,63.0,67,59,59.0,83,87,47.0,23.0,19,62.0,55.0,55.0,73.0,51
442,2633,台灣高鐵,航運業,91.0,0.0,99.0,43.0,55.0,3.0,95.0,43.0,3.0,7.0,47.0,35.0,31.0,51.0,55.0,11.0,47,67.0,15,63,63.0,95,95,79.0,51.0,99,70.0,53.0,63.0,85.0,52
443,2634,漢翔,航運業,67.0,3.0,59.0,63.0,87.0,0.0,0.0,7.0,47.0,35.0,75.0,39.0,35.0,55.0,39.0,39.0,23,47.0,71,67,67.0,63,51,63.0,7.0,75,72.0,71.0,68.0,77.0,46
444,2636,台驊投控,航運業,95.0,11.0,63.0,71.0,91.0,7.0,3.0,19.0,15.0,99.0,55.0,99.0,99.0,19.0,0.0,91.0,79,79.0,75,71,71.0,3,55,47.0,67.0,83,59.0,35.0,68.0,63.0,56
445,2637,慧洋-KY,航運業,43.0,91.0,19.0,7.0,23.0,83.0,31.0,83.0,39.0,79.0,0.0,43.0,43.0,43.0,35.0,99.0,83,83.0,79,75,75.0,51,99,87.0,55.0,51,74.0,50.0,73.0,87.0,58
446,2642,宅配通,航運業,59.0,59.0,55.0,51.0,47.0,47.0,47.0,87.0,55.0,47.0,87.0,0.0,0.0,0.0,3.0,43.0,15,7.0,7,79,79.0,71,59,75.0,39.0,55,59.0,63.0,48.0,69.0,45
447,2645,長榮航太,航運業,79.0,31.0,51.0,79.0,71.0,27.0,27.0,27.0,63.0,51.0,71.0,51.0,51.0,63.0,79.0,7.0,27,35.0,83,83,83.0,55,63,87.0,83.0,11,51.0,25.0,54.0,60.0,55
448,2701,萬企,觀光餐旅,93.0,99.0,81.0,99.0,93.0,81.0,51.0,99.0,75.0,75.0,21.0,27.0,27.0,15.0,27.0,99.0,99,99.0,99,99,99.0,9,39,39.0,99.0,33,67.0,34.0,80.0,63.0,68
449,2702,華園,觀光餐旅,99.0,93.0,45.0,27.0,45.0,99.0,27.0,21.0,93.0,99.0,3.0,45.0,51.0,27.0,21.0,9.0,93,93.0,27,15,15.0,39,75,63.0,15.0,27,73.0,68.0,93.0,58.0,49
450,2704,國賓,觀光餐旅,57.0,51.0,51.0,45.0,9.0,63.0,69.0,27.0,51.0,51.0,57.0,75.0,75.0,75.0,57.0,87.0,63,45.0,3,21,21.0,99,15,51.0,3.0,9,62.0,53.0,73.0,55.0,47
451,2705,六福,觀光餐旅,63.0,39.0,33.0,75.0,15.0,33.0,33.0,33.0,33.0,33.0,39.0,21.0,21.0,33.0,33.0,93.0,9,75.0,33,27,27.0,21,93,81.0,63.0,75,71.0,43.0,70.0,77.0,44
452,2706,第一店,觀光餐旅,87.0,87.0,57.0,9.0,21.0,87.0,87.0,39.0,81.0,81.0,15.0,15.0,9.0,3.0,15.0,39.0,27,9.0,39,33,33.0,3,3,99.0,51.0,15,68.0,34.0,80.0,66.0,40
453,2707,晶華,觀光餐旅,27.0,21.0,87.0,63.0,27.0,15.0,57.0,45.0,27.0,27.0,45.0,57.0,57.0,69.0,69.0,63.0,33,33.0,45,39,39.0,57,21,69.0,21.0,87,66.0,45.0,68.0,68.0,46
454,2712,遠雄來,觀光餐旅,3.0,69.0,39.0,15.0,33.0,45.0,9.0,3.0,99.0,93.0,75.0,39.0,33.0,21.0,9.0,27.0,75,69.0,51,45,45.0,33,27,33.0,75.0,21,65.0,75.0,60.0,67.0,42
455,2722,夏都,觀光餐旅,75.0,63.0,69.0,33.0,39.0,39.0,3.0,15.0,63.0,69.0,63.0,51.0,45.0,9.0,3.0,81.0,45,27.0,21,9,9.0,93,33,75.0,39.0,81,74.0,48.0,70.0,82.0,44
456,2723,美食-KY,觀光餐旅,9.0,57.0,63.0,21.0,51.0,51.0,21.0,9.0,69.0,63.0,69.0,69.0,69.0,87.0,81.0,3.0,57,63.0,57,51,51.0,51,99,27.0,81.0,93,59.0,25.0,50.0,73.0,55
457,2727,王品,觀光餐旅,21.0,3.0,27.0,81.0,87.0,3.0,75.0,63.0,21.0,21.0,87.0,9.0,15.0,81.0,87.0,69.0,3,39.0,9,63,63.0,45,69,57.0,27.0,99,75.0,70.0,78.0,73.0,47
458,2731,雄獅,觀光餐旅,81.0,81.0,99.0,3.0,57.0,93.0,81.0,69.0,87.0,87.0,9.0,81.0,81.0,57.0,51.0,21.0,81,81.0,69,69,69.0,75,63,45.0,57.0,51,67.0,25.0,90.0,58.0,65
459,2739,寒舍,觀光餐旅,33.0,15.0,21.0,69.0,63.0,9.0,15.0,75.0,9.0,9.0,33.0,93.0,87.0,63.0,75.0,57.0,15,15.0,75,75,75.0,81,81,99.0,9.0,45,64.0,50.0,65.0,66.0,50
460,2748,雲品,觀光餐旅,51.0,27.0,15.0,57.0,69.0,27.0,45.0,81.0,57.0,57.0,81.0,87.0,93.0,51.0,63.0,75.0,51,57.0,81,81,81.0,27,45,81.0,45.0,57,74.0,48.0,75.0,79.0,59
461,2753,八方雲集,觀光餐旅,15.0,45.0,3.0,87.0,99.0,69.0,99.0,87.0,39.0,39.0,93.0,99.0,99.0,93.0,99.0,33.0,39,21.0,87,87,87.0,63,87,87.0,93.0,63,68.0,38.0,65.0,76.0,70
462,2762,世界健身-KY,運動休閒,15.0,15.0,9.0,51.0,81.0,9.0,45.0,9.0,15.0,15.0,21.0,57.0,57.0,87.0,69.0,15.0,15,15.0,27,27,27.0,57,81,27.0,27.0,9,76.0,60.0,79.0,77.5,34
463,2801,彰銀,金融保險業,27.0,39.0,45.0,39.0,21.0,33.0,63.0,99.0,42.0,51.0,84.0,78.0,69.0,75.0,87.0,30.0,42,51.0,99,99,99.0,33,39,93.0,99.0,81,81.0,71.0,75.0,86.0,62
464,2809,京城銀,金融保險業,69.0,81.0,96.0,75.0,78.0,75.0,81.0,45.0,72.0,78.0,12.0,21.0,18.0,0.0,6.0,63.0,63,96.0,45,45,45.0,3,33,45.0,36.0,84,75.0,48.0,70.0,81.0,52
465,2812,台中銀,金融保險業,51.0,57.0,24.0,48.0,15.0,48.0,15.0,42.0,66.0,72.0,18.0,33.0,30.0,24.0,27.0,33.0,57,57.0,42,42,42.0,18,57,39.0,84.0,45,75.0,63.0,65.0,83.0,42
466,2816,旺旺保,金融保險業,87.0,87.0,90.0,96.0,0.0,81.0,48.0,39.0,99.0,99.0,99.0,12.0,9.0,18.0,12.0,45.0,54,48.0,39,39,39.0,21,3,27.0,0.0,3,64.0,40.0,63.0,68.0,46
467,2820,華票,金融保險業,93.0,96.0,36.0,81.0,6.0,93.0,51.0,36.0,96.0,96.0,39.0,96.0,90.0,90.0,96.0,3.0,66,90.0,36,36,36.0,51,6,54.0,66.0,24,62.0,43.0,50.0,72.0,60
468,2832,台產,金融保險業,90.0,84.0,81.0,87.0,51.0,78.0,87.0,33.0,93.0,93.0,90.0,6.0,12.0,15.0,15.0,27.0,69,87.0,33,33,33.0,57,9,84.0,9.0,21,70.0,31.0,65.0,78.0,53
469,2834,臺企銀,金融保險業,45.0,42.0,60.0,24.0,54.0,96.0,99.0,30.0,81.0,39.0,75.0,42.0,39.0,42.0,54.0,57.0,27,24.0,30,30,30.0,84,87,42.0,57.0,48,77.0,62.0,78.0,79.0,51
470,2836,高雄銀,金融保險業,78.0,78.0,78.0,12.0,69.0,69.0,42.0,24.0,69.0,75.0,9.0,45.0,42.0,33.0,42.0,96.0,45,18.0,24,24,24.0,60,12,54.0,42.0,36,67.0,43.0,68.0,71.0,46
471,2838,聯邦銀,金融保險業,57.0,48.0,63.0,9.0,27.0,39.0,57.0,3.0,39.0,48.0,54.0,0.0,0.0,6.0,9.0,72.0,3,0.0,3,3,3.0,24,15,39.0,30.0,18,73.0,58.0,65.0,79.0,26
472,2845,遠東銀,金融保險業,66.0,60.0,15.0,33.0,12.0,42.0,6.0,21.0,60.0,69.0,24.0,51.0,45.0,39.0,57.0,21.0,75,75.0,21,21,21.0,66,18,69.0,3.0,42,77.0,48.0,75.0,83.0,40
473,2849,安泰銀,金融保險業,81.0,66.0,72.0,6.0,72.0,54.0,36.0,18.0,57.0,66.0,69.0,9.0,6.0,12.0,21.0,90.0,33,54.0,18,18,18.0,63,21,66.0,33.0,6,71.0,35.0,65.0,80.0,41
474,2850,新產,金融保險業,30.0,45.0,21.0,27.0,66.0,63.0,90.0,15.0,63.0,45.0,78.0,27.0,36.0,36.0,36.0,6.0,51,39.0,15,15,15.0,45,24,54.0,21.0,15,72.0,60.0,65.0,77.0,38
475,2851,中再保,金融保險業,99.0,99.0,84.0,99.0,60.0,90.0,96.0,12.0,78.0,81.0,96.0,90.0,96.0,99.0,99.0,87.0,87,69.0,12,12,12.0,27,27,81.0,96.0,12,66.0,34.0,48.0,80.0,69
476,2852,第一保,金融保險業,84.0,93.0,87.0,93.0,57.0,84.0,33.0,9.0,75.0,84.0,93.0,18.0,21.0,21.0,18.0,24.0,48,6.0,9,9,9.0,42,30,33.0,15.0,0,63.0,50.0,60.0,66.0,42
477,2855,統一證,金融保險業,75.0,72.0,75.0,51.0,75.0,57.0,72.0,6.0,48.0,57.0,63.0,84.0,84.0,87.0,33.0,18.0,90,63.0,6,6,6.0,96,69,87.0,45.0,39,68.0,61.0,43.0,82.0,56
478,2867,三商壽,金融保險業,54.0,51.0,0.0,30.0,9.0,99.0,30.0,48.0,90.0,90.0,36.0,3.0,3.0,3.0,3.0,66.0,39,21.0,48,48,48.0,54,72,36.0,54.0,30,74.0,52.0,83.0,74.0,41
479,2880,華南金,金融保險業,18.0,15.0,48.0,42.0,3.0,12.0,9.0,51.0,9.0,9.0,48.0,66.0,54.0,60.0,72.0,81.0,12,15.0,51,51,51.0,99,75,72.0,12.0,78,75.0,65.0,70.0,80.0,43
480,2881,富邦金,金融保險業,0.0,3.0,39.0,90.0,36.0,3.0,27.0,54.0,12.0,12.0,42.0,36.0,27.0,81.0,69.0,48.0,9,33.0,54,54,54.0,78,99,30.0,27.0,51,71.0,59.0,65.0,76.0,41
481,2882,國泰金,金融保險業,3.0,0.0,12.0,3.0,93.0,0.0,24.0,57.0,0.0,0.0,3.0,24.0,24.0,84.0,75.0,12.0,0,27.0,57,57,57.0,75,96,60.0,18.0,93,78.0,79.0,73.0,81.0,37
482,2883,開發金,金融保險業,39.0,18.0,51.0,18.0,84.0,21.0,45.0,60.0,18.0,18.0,45.0,57.0,60.0,54.0,48.0,99.0,60,66.0,60,60,60.0,15,36,24.0,51.0,54,66.0,58.0,45.0,78.0,47
