公司名稱,產業類別,資料範圍,用水密集度-單位,取得驗證,資料範圍.1,取得驗證.1,範疇一-資料邊界,範疇一-取得驗證,範疇二-資料邊界,範疇二-取得驗證,範疇三-資料邊界,範疇三-取得驗證,溫室氣體排放密集度-單位,有害廢棄物量-資料範圍,非有害廢棄物量-資料範圍,總重量(有害+非有害)-資料範圍,廢棄物密集度-單位,取得驗證.2,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位)
群創,光電業,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、 南京群志光電、 上海群志光電,用水量(噸)/營業額(百萬元),ISO 14001,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電,ISO 50001,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,ISO 14064,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,ISO 14064,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,ISO 14064,"1.單位:溫室氣體排放量(噸CO2e)/營業額(元)。2.溫室氣體排放量為2021年度排放量, 營業額為2021年度營業額。",群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、寧波群安電子科技、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、寧波群安電子科技、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、寧波群安電子科技、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,單位: 廢棄物(Kg)/營業額(元),ISO 14001,3481.0,1312.0,1158.0,1122.0,747.0,0.1335,30.0,0.0011,21307558.92,60.87,2.0,0.0041,305787.56,3014686.89,609013.89,0.0,7.0,3.0,0.0,0.0,0.9762,1.0,24993.0,75253.0,100246.0,0.0003
揚明光,光電業,僅母公司,,N,,N,僅母公司,N,僅母公司,N,,N,,僅母公司,僅母公司,僅母公司,,N,3504.0,899.0,766.0,739.0,622.0,0.181,12.0,0.0138,82784.0,0.5115,2.0,0.03615,0.52,14688.75,5000.125,0.26905,7.0,3.0,2.0,0.29,1.0,1.0,310.705,119.285,57.0,0.08570000000000001
晶彩科,光電業,僅母公司,以百萬元營業額為單位,N,,N,僅母公司,N,,N,,N,以百萬元營業額為單位,僅母公司,僅母公司,僅母公司,以百萬元營業額為單位,N,3535.0,1011.0,851.0,855.0,750.0,0.0282,3.0,0.014,5153.0,3.663,1.0,0.0,764.86,963.3344999999999,807.6236,0.544,9.0,3.0,0.0,0.0,0.87,1.0,0.0,26.2,26.2,0.186
州巧,光電業,,,N,,N,,N,,N,,N,,,,,,N,3543.0,887.0,752.0,675.0,566.0,0.0554,13.0,0.0343,47992.0,35.2549,1.0,0.23285,655.145,39959.125,323847.01,3.4076500000000003,9.0,3.0,0.0,0.0,0.9812,1.0,914.254,796.146,32.15,0.1438
牧德,光電業,牧德科技股份有限公司,,N,,N,牧德科技股份有限公司,N,牧德科技股份有限公司,N,,N,,牧德科技股份有限公司,牧德科技股份有限公司,牧德科技股份有限公司,,N,3563.0,1394.0,1183.0,1157.0,943.0,0.0357,0.0,0.0,84712.0,11.85,3.0,0.03615,25.0,744.0,5000.125,1.045,9.0,3.0,0.0,0.0,1.0,1.0,310.705,119.285,10.0,0.08570000000000001
聯合再生,光電業,母公司(竹科廠、竹南廠及台南廠),百萬營業額,N,,N,母公司(竹科廠、竹南廠及台南廠),N,母公司(竹科廠、竹南廠及台南廠),N,,N,百萬營業額,母公司(竹科廠、竹南廠及台南廠),母公司(竹科廠、竹南廠及台南廠),母公司(竹科廠、竹南廠及台南廠),百萬營業額,N,3576.0,884.0,708.0,665.0,450.0,0.2443,17.0,0.0097,682595.0,56.75,3.0,0.01555,317.4,65229.5,10447.73,5.45,11.0,3.0,0.0,0.0,0.9394,0.4545,1828.2,1585.3,3413.5,0.28
艾笛森,光電業,僅母公司,每百萬元營業額,N,,N,僅母公司,N,,N,,N,每百萬元營業額,僅母公司,僅母公司,僅母公司,每百萬元營業額,N,3591.0,939.0,783.0,634.0,505.0,0.3438,1.0,0.0069,13200.0,13.7598,4.0,0.0,1309.77,1963.645,807.6236,1.3653,8.0,3.0,2.0,0.25,0.9844,1.0,0.308,6.992,7.3,0.0076
洋華,光電業,母公司,TON/百萬元營業額,N,,N,母公司,N,母公司,N,,N,營業額,母公司,母公司,母公司,TON/百萬元營業額,N,3622.0,1168.0,1036.0,832.0,699.0,0.216,0.0,0.0,4592.0,3.16,1.0,0.0,20.84,981.85,807.6236,0.0011,9.0,3.0,2.0,0.2222,1.0,1.0,1.0,24.0,25.0,0.0172
TPK-KY,光電業,包含大陸廈門、平潭地區的各子公司。,千元營業額,ISO 50001,宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,ISO 50001,涵蓋邊界：宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,ISO 14064,宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,ISO 14064,宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,ISO 14064,千元營業額,宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司,千元營業額,ISO 14001,3673.0,1039.5,892.0,811.0,707.0,0.25,26.0,0.0001,5620456.0,0.0545,4.0,0.4657,7262.71,347089.6,38680.13,0.0038,8.0,3.0,0.0,0.0,0.964,1.0,348.98,6942.07,7291.05,0.0001
富采,光電業,僅富采母公司,,N,,N,,N,,N,,N,,,,,,N,3714.0,2782.0,2575.0,883.0,720.0,0.245,0.0,0.0,663.0,3.563,4.0,0.0,263.3605,18530.55,76956.08,242.7,9.0,5.0,0.0,0.0,1.0,1.0,88.76,176.67,23.5,0.05105
太極,光電業,,,N,,N,,N,,N,,N,,,,,,N,4934.0,1509.0,1346.0,898.0,835.0,0.25,0.0,0.0,71362.0,23.28725,1.0,0.021249999999999998,484.6343,4024.565,4074.1785999999997,1.3806500000000002,7.0,3.0,1.0,0.1429,0.9429,1.0,286.45,612.54,898.99,0.3906
茂林-KY,光電業,,,N,,N,,N,,N,,N,,,,,,N,4935.0,1328.0,1178.5,831.0,703.5,0.302,0.0,0.0,94904.5,20.61025,3.0,0.021249999999999998,8452.0993,16828.845,8437.9186,1.2781500000000001,7.0,3.0,1.0,0.1429,0.9762,1.0,190.665,581.21625,771.8812499999999,0.3691
嘉彰,光電業,110年度用水量統計,百萬元營業額,N,,N,母公司,N,母公司,N,母公司,N,百萬元營業額,110年度廢棄物量統計,110年度廢棄物量統計,110年度廢棄物量統計,百萬元營業額,N,4942.0,1147.0,1011.0,764.0,572.0,0.263,0.0,0.0,40228.0,23.8645,1.0,0.0,267.2586,1690.33,60.4572,1.2013,7.0,3.0,0.0,0.0,1.0,1.0,0.0,1030.29,1030.29,0.6112
光鋐,光電業,110年1月~12月,,N,,N,,N,,N,,N,,110年1月~12月,110年1月~12月,110年1月~12月,,N,4956.0,742.0,622.0,660.0,566.0,0.26,0.0,0.0,149581.0,86.3184,1.0,0.034,309.135,20542.1,5000.125,9.785,9.0,3.0,0.0,0.0,0.9375,0.6667,381.33,132.1425,513.4725,0.2222
誠美材,光電業,僅母公司,產能(仟米平方),N,僅母公司,N,僅母公司,ISO 14064,僅母公司,ISO 14064,僅母公司,ISO 14064,產能(仟米平方),僅母公司,僅母公司,僅母公司,產能(仟米平方),ISO 14001,4960.0,971.0,777.0,766.0,696.0,0.1176,20.0,0.018,622344.0,17.356,2.0,0.0125,16636.94,31967.36,16815.38,1.355,9.0,3.0,0.0,0.0,0.9818,1.0,1000.0,3559.0,4559.0,0.127
佳凌,光電業,,,N,,N,,N,,N,,N,,,,,,ISO 14001,4976.0,617.0,523.0,549.0,522.0,0.2,4.0,0.0045,385962.5,12.198,1.0,0.00625,8452.0993,16117.9,8437.9186,1.0452,9.0,3.0,1.0,0.1111,1.0,1.0,690.665,1845.57125,2536.23625,0.06355
達興材料,光電業,所有生產廠區,百萬營業額,N,,N,包含達興材料所有生產廠區排放量(中科廠及中港廠),ISO 14064,包含達興材料所有生產廠區排放量(中科廠及中港廠),ISO 14064,包含達興材料所有生產廠區排放量(中科廠及中港廠),ISO 14064,百萬元營業額,所有生產廠區,所有生產廠區,所有生產廠區,百萬營業額,N,5234.0,1790.0,1595.0,1466.0,1097.0,0.225,0.0,0.0,102496.0,22.71,1.0,0.03615,702.01,6358.8,8087.9,1.56,9.0,3.0,0.0,0.0,1.0,1.0,572.9,194.79,767.69,0.17
乙盛-KY,光電業,,,N,,N,,N,,N,,N,,,,,,N,5243.0,1887.0,1698.5,1327.5,1015.5,0.186,1.0,0.0002,52532.0,14.875,1.0,0.021249999999999998,8669.474999999999,3313.62,12451.64,1.1477,7.0,3.0,0.0,0.0,1.0,1.0,286.45,98.17,384.62,0.08505
弘凱,光電業,,,N,,N,,N,,N,,N,,,,,,N,5244.0,1984.0,1802.0,1189.0,934.0,0.0,0.0,0.0,969748.0,11.3551,0.0,0.015,1929.705,60845.01,71144.545,0.7866000000000001,7.0,3.0,0.0,0.0,1.0,1.0,331.45,3373.395,3704.8450000000003,0.08535000000000001
慧友,光電業,母公司110年用水量,"母公司110年用水量為2568公噸,平均每天用水量為7.04公噸",N,,N,,N,母公司110年度自來水及電力的溫室氣體排放量,N,,N,"母公司110年度自來水及電力的溫室氣體排放量,平均每天排放0.7354噸CO2e",母公司110年存貨報廢的重量,母公司110年存貨報廢的重量,母公司110年存貨報廢的重量,"母公司110年存貨報廢,平均每千元報廢金額約0.0001公噸的廢棄物量",N,5484.0,797.0,648.0,670.0,584.0,0.27,0.0,0.0,2568.0,7.04,1.0,0.0,392.85,268.44,807.6236,0.7354,7.0,3.0,1.0,0.1429,0.9733,0.4286,0.0,1.55,1.55,0.0001
彩晶,光電業,母公司及子公司(南京瀚宇彩欣科技有限責任公司),母公司的內湖營業所密集度為0.002百萬公升 /樓地板面積(坪)；母公司的南科廠為0.001 百萬公升 /投片面積(m2)；子公司(南京)為0.106 百萬公升 /投片量(片),N,,ISO 50001,母公司及子公司(南京瀚宇彩欣科技有限責任公司),ISO 14064,母公司及子公司(南京瀚宇彩欣科技有限責任公司),ISO 14064,母公司的南科廠,ISO 14064,母公司的內湖營業所密集度為0.134 ton CO2e /樓地板面積(坪)；母公司的南科廠為0.066ton CO2e /投片面積(m2)；子公司(南京)為5.071 ton CO2e /投片量(片),母公司及子公司(南京瀚宇彩欣科技有限責任公司),母公司及子公司(南京瀚宇彩欣科技有限責任公司),母公司及子公司(南京瀚宇彩欣科技有限責任公司),母公司的內湖營業所密集度為0.011 ton /樓地板面積(坪);母公司的南科廠為0.002 ton /投片面積(m2)；子公司(南京)為0.093 ton /投片量(片),N,6116.0,1360.0,1240.0,1157.0,1014.0,0.13,21.0,0.0085,5055.22,0.109,2.0,0.0,106919.68,282698.47,152357.37,5.271,7.0,3.0,4.0,0.57,0.98,1.0,3983.75,7047.18,11030.93,0.106
達運,光電業,包含本公司及合併財務報表內子公司,,N,,N,包含本公司及合併財務報表內子公司,N,包含本公司及合併財務報表內子公司,N,,N,營業額,包含本公司及合併財務報表內子公司,包含本公司及合併財務報表內子公司,包含本公司及合併財務報表內子公司,,N,6120.0,1271.0,1065.0,890.0,711.0,0.178,3.0,0.0038,108.9,1.8744999999999998,1.0,0.0,992.0,96263.0,4079.565,479.0,7.0,3.0,1.0,0.1429,1.0,1.0,119.0,9444.0,9563.0,0.144
華興,光電業,,,N,,N,,N,,N,,N,,,,,,N,6164.0,874.0,723.0,653.0,584.0,0.2105,0.0,0.0,111981.6,63477.0085,1.0,0.0,1650.1013,84399.35,35725.845,0.58175,9.0,3.0,1.0,0.1111,0.8888,1.0,2238.681,218.176,2456.8595,0.0007
宏齊,光電業,母公司,營業額,N,,N,母公司,N,母公司,N,母公司,N,營業額,母公司,母公司,母公司,營業額,ISO 14001,6168.0,989.0,856.0,802.0,702.0,0.31,4.0,0.0001,50860.2,0.017,1.0,0.00315,75.1526,10418.78,6604.34,0.0035,7.0,3.0,0.0,0.0,0.9762,1.0,4.262,92.847,97.109,0.0
瑞儀,光電業,台灣與中國大陸製造廠區,原物料塑膠粒投料量(公斤),N,台灣與中國大陸製造廠區,N,台灣與中國大陸製造廠區,ISO 14064,台灣與中國大陸製造廠區,ISO 14064,台灣與中國大陸製造廠區,ISO 14064,原物料塑膠粒投料量(公斤),台灣與中國大陸製造廠區,台灣與中國大陸製造廠區,台灣與中國大陸製造廠區,產品塑膠粒投料量(公斤),N,6176.0,1516.0,1335.0,1195.0,919.0,0.25,17.0,0.018,1837000.0,0.0002,4.0,0.03,3157.4,115331.22,134201.19,0.0132,10.0,4.0,1.0,0.1,0.9904,1.0,90.0,6552.0,6642.0,0.0007
今國光,光電業,今國集團,,N,,N,,N,今國集團,N,,N,,110年今國光學工業股份有限公司(母公司),110年今國光學工業股份有限公司(母公司),110年今國光學工業股份有限公司(母公司),百萬營業,ISO 14001,6209.0,621.0,490.0,511.0,467.0,0.1974,13.0,0.0142,166476.0,63528.795,1.0,0.034,309.135,14295.0,5000.125,9.785,8.0,2.0,1.0,0.125,0.87,0.375,46.77,138.33,185.1,0.1344
天瀚,光電業,,,N,,N,,N,,N,,N,,,,,,N,6225.0,1098.0,921.0,1015.0,1055.0,0.66,0.0,0.0,1039663.6,7.3084999999999996,1.0,0.015,1650.1013,84399.35,35725.845,0.58175,5.0,2.0,4.0,0.8,0.87,0.0,403.621,9662.0535,10065.674500000001,0.053
光鼎,光電業,,,N,,N,,N,,N,,N,,,,,,N,6226.0,1249.0,1103.0,859.0,711.0,0.5,0.0,0.0,1014287.95,7.795,1.0,0.015,2108.525,127321.46,35725.845,240.08,9.0,3.0,1.0,0.11,0.9675,0.0,460.99,14337.63,14798.62,0.0007
台表科,光電業,母公司,百萬營業額,N,,N,,N,,N,,N,,母公司,母公司,母公司,百萬營業額,N,6278.0,1086.0,955.0,665.0,539.0,0.38,0.0,0.0,64874.0,0.99,1.0,0.00315,225.57610000000003,6463.6,3332.3986,0.004,10.0,3.0,4.0,0.4,0.8875,0.6,48.51,43.78,92.29,0.0014
悅城,光電業,110年,製程用水,N,,N,,N,,N,,N,,110年,110年,110年,,N,6405.0,757.0,654.0,669.0,648.0,0.26,5.0,0.018,173103.0,126954.0,1.0,0.034,98.51265,12665.575,5000.125,4.529999999999999,7.0,3.0,0.0,0.0,0.98,1.0,4473.1,343.505,4816.61,0.1022
元晶,光電業,110年新竹廠用水統計,單位：MW,N,廠區用電來源為台電，廠區太陽能光電售於台電無列入,N,110年新竹廠及屏東廠資料加總,ISO 14064,110年新竹廠及屏東廠資料加總,ISO 14064,,N,營業額,110年新竹廠廢棄物統計,110年新竹廠廢棄物統計,110年新竹廠廢棄物統計,MW,ISO 14001,6443.0,669.0,540.0,568.0,479.0,0.1666,25.0,0.0176,371000.0,736.52,1.0,0.0,4932.08,36196.69,13108.27,6.576,8.0,3.0,0.0,0.0,0.9636,1.0,513.405,6902.385,2452.17,4.87
GIS-KY,光電業,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,百萬營業額,N,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 50001,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 14064,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 14064,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 14064,百萬營業額,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,,ISO 14001,6456.0,1173.5,1012.0,937.0,883.0,0.132,14.0,0.0006,2028467.0,14.6,2.0,0.0,3225.05,158379.92,64847.35,1.16,7.0,3.0,0.0,0.0,0.97,1.0,802.98,19231.26,20034.24,0.0018
安集,光電業,20210101-20211231,m3/ 百萬台幣,N,,N,,N,,N,,N,,20210101-20211231,20210101-20211231,20210101-20211231,噸／員工人數,N,6477.0,571.0,469.0,480.0,461.0,0.44,6.0,0.0002,18717.0,0.019,1.0,0.0,697.0649999999999,1963.645,76956.08,0.6850999999999999,9.0,3.0,1.0,0.11,0.98,1.0,0.68,176.487,177.167,0.71
中揚光,光電業,110/1/1~110/12/31的用水噸數,營業額,N,,N,母公司,N,母公司,N,母公司,N,營業額,清運紀錄,清運紀錄,清運紀錄,營業額,N,6668.0,901.0,779.0,729.0,670.0,0.2222,2.0,0.0049,35708.0,5.92,1.0,0.0,126.805,6426.84,1554.79,10.78,7.0,3.0,0.0,0.0,1.0,1.0,127.53,91.88,219.41,0.24
惠特,光電業,僅母公司,營業額,N,,N,僅母公司,N,僅母公司,N,,N,營業額,僅母公司,僅母公司,僅母公司,營業額,N,6706.0,1237.0,1125.0,997.0,671.0,0.2368,1.0,0.0014,31167.0,0.0055,2.0,0.0,29.3472,7105.08,807.6236,0.0012,9.0,3.0,1.0,0.1111,0.9861,1.0,0.0,129.769,129.769,0.0
錸寶,光電業,母公司-錸寶,營業額,N,母公司-錸寶,N,,N,母公司-錸寶,N,,N,營業額,母公司-錸寶,母公司-錸寶,母公司-錸寶,營業額,ISO 14001,8104.0,973.0,813.0,702.0,597.0,0.0476,5.0,0.0215,167753.0,103.59,2.0,0.002,309.135,13818.56,5000.125,8.53,9.0,3.0,3.0,0.33,0.9815,1.0,68.26,45.88,114.14,0.07
凌巨,光電業,母公司及子公司KGO,,N,,N,母公司之八德廠區及子公司KGO,ISO 14064,母公司之八德廠區及子公司KGO,ISO 14064,,N,產品,母公司及子公司KGO,母公司及子公司KGO,母公司及子公司KGO,,ISO 14001,8105.0,905.0,770.0,762.0,657.0,0.25,3.0,0.002,2849321.0,7.3001,2.0,0.015,159966.7,98925.11,99524.27,0.84,7.0,3.0,0.0,0.0,0.898,1.0,1888.14,3473.25,5361.39,0.0018
明基材,光電業,桃園廠區、雲林廠區及大陸廠區,百萬公升/億元營業額,N,桃園廠區、雲林廠區及大陸廠區,ISO 50001,桃園廠區、雲林廠區及大陸廠區,ISO 14064,桃園廠區、雲林廠區及大陸廠區,ISO 14064,桃園廠區、雲林廠區及大陸廠區,ISO 14064,百萬營業額,桃園廠區、雲林廠區及大陸廠區,桃園廠區、雲林廠區及大陸廠區,桃園廠區、雲林廠區及大陸廠區,噸數/百萬營業額,N,8215.0,1192.0,1032.0,1055.0,745.0,0.27,4.0,0.0,451700.0,2.74,4.0,0.0186,19048.38,40529.57,9401.16,3.61,8.0,3.0,0.0,0.0,1.0,1.0,994.81,13612.77,14607.58,0.22
聯強,電子通路業,聯強台灣與合併財務報表之子公司通達智能運籌,員工人數,N,,N,聯強台灣與合併財務報表之子公司通達智能運籌,N,聯強台灣與合併財務報表之子公司通達智能運籌,N,,N,每輛物流車,聯強台灣與合併財務報表之子公司通達智能運籌,聯強台灣與合併財務報表之子公司通達智能運籌,聯強台灣與合併財務報表之子公司通達智能運籌,員工人數,N,2347.0,1383.0,1205.0,1179.0,1006.0,0.5016,2.0,0.0027,21696.0,18.23,5.0,0.0,1697.0,2379.0,3196.395,12.57,7.0,3.0,1.0,0.1429,0.9762,1.0,0.0,140.0,140.0,0.13
精技,電子通路業,僅母公司,佰萬營業額,N,,N,,N,僅母公司,N,,N,佰萬營業額,僅母公司之文件(紙張)銷毀量,僅母公司之文件(紙張)銷毀量,僅母公司之文件(紙張)銷毀量,億營業額,N,2414.0,1151.0,994.0,907.0,815.0,0.1967,1.0,0.0025,4900.0,0.2342,1.0,0.0,21.54,714.4143,1294.735,0.0341,9.0,3.0,1.0,0.1111,1.0,1.0,0.0,20.2915,3.5,0.0167
燦坤,電子通路業,,,N,,N,,N,,N,,N,,,,,,N,2430.0,642.0,519.0,693.0,633.0,0.3,56.0,0.0229,5863.0,0.19829999999999998,2.0,0.0,863.56,642.57215,95.4763,0.02405,7.0,3.0,1.0,0.1429,0.9821,1.0,0.0,80.742,14.9,0.00865
華立,電子通路業,僅母公司(台北、台中、高雄辦公地點),,N,"母公司及子公司(全順、國軒、詠佳、富鈞、華恆),並未直接使用而是將能源提供於台電,但依發電量與消耗量計算,再生能源達100%。",N,母公司及子公司(全順),N,母公司及子公司(全順),N,,N,營業額,僅母公司,僅母公司,僅母公司,,N,3010.0,2092.0,1840.0,1431.0,1155.0,0.1111,1.0,0.0024,3565.0,0.21975,2.0,1.0,1443.18,1474.06,1294.735,5235.0,8.0,2.0,1.0,0.125,1.0,0.625,0.0,5.5,5.5,0.001
增你強,電子通路業,母公司,營業額,N,母公司,N,,N,母公司,N,,N,營業額,母公司,母公司,母公司,營業額,N,3028.0,1273.0,1100.0,1048.0,923.0,0.321,3.0,0.004,6826.0,0.1624,1.0,0.0,21.54,570.73,95.4763,0.014,10.0,3.0,0.0,0.0,1.0,1.0,0.0,69.907,26.3,0.0006
威健,電子通路業,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,公噸/樓地板面積m2,N,,N,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,N,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,N,,N,樓地板面積m2,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,公噸/樓地板面積m2,N,3033.0,1762.0,1557.0,1350.0,1191.0,0.0978,1.0,0.002,4629.0,0.41,1.0,0.0,30.12,386.06,1294.735,0.0372,7.0,3.0,1.0,0.1429,0.9841,1.0,0.0,21.484,21.484,0.0019
文曄,電子通路業,包含合併財務報表母子公司之台灣各營運據點,樓地板面積(平方公尺),N,包含合併財務報表母子公司之台灣各營運據點,N,包含合併財務報表母子公司之台灣各營運據點,ISO 14064,包含合併財務報表母子公司之台灣各營運據點,ISO 14064,包含合併財務報表母子公司之台灣各營運據點,ISO 14064,樓地板面積(平方公尺),包含合併財務報表母子公司之台灣各營運據點,包含合併財務報表母子公司之台灣各營運據點,包含合併財務報表母子公司之台灣各營運據點,,N,3036.0,1885.0,1684.0,1373.0,1088.0,0.261,0.0,0.0,11138.0,0.42,20.0,0.0,144.6972,1038.55,190.9526,0.0442,7.0,3.0,3.0,0.4286,0.9881,1.0,0.0,118.33,118.33,0.0003
益登,電子通路業,僅母公司(台灣區),百萬營業額,N,,N,,N,僅母公司(台灣區),N,,N,百萬營業額,僅母公司(台灣區),僅母公司(台灣區),僅母公司(台灣區),百萬營業額,N,3048.0,1644.0,1465.0,1345.0,1111.0,0.5,0.0,0.0,3109.0,0.0295,1.0,0.5,21.54,419.0,1294.735,0.004,9.0,3.0,1.0,0.11,0.98,1.0,0.0,20.2915,8.0,0.0001
蔚華科,電子通路業,,,N,,N,僅母公司,N,僅母公司,N,僅母公司,N,百萬營業額,,,,,N,3055.0,2488.0,2126.0,1288.0,1155.0,0.0588,0.0,0.0,7883.5,0.415,1.0,0.0,12.96,1851.42,0.0,1.57,7.0,3.0,3.0,0.43,0.96,1.0,0.0,69.907,69.907,0.001
全科,電子通路業,僅包括母公司台灣總部,營業額,N,,N,,N,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,N,,N,營業額,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,營業額,N,3209.0,1524.0,1314.0,1086.0,981.0,0.081,0.0,0.0,1504.0,3.19,2.0,0.5,173.5983,259.92,1294.735,0.55,7.0,3.0,0.0,0.0,1.0,1.0,0.0,20.2915,48.55,0.1
弘憶股,電子通路業,,,N,,N,,N,,N,,N,,,,,,N,3312.0,1575.0,1385.0,969.0,872.0,0.1818,0.0,0.0,4165.0,1.6762,4.0,0.0,87.4086,415.32500000000005,95.4763,0.28200000000000003,6.0,2.0,1.0,0.1667,0.9714,1.0,0.0,69.907,37.425,0.050300000000000004
