公司代號,公司名稱,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率
2705,六福,542,449,513,440,57.14%,128,0.76%
2706,第一店,621,512,434,427,43.00%,0,0.00%
2707,晶華,705,591,645,535,52.00%,25,2.35%
2712,遠雄來,632,525,487,384,35.29%,7,2.08%
2722,夏都,547,456,438,393,52.27%,13,3.10%
2723,美食-KY,N/A,N/A,N/A,N/A,20.00%,251,1.67%
2727,王品,521,440,663,559,53.05%,91,1.03%
2731,雄獅,652,534,508,455,59.00%,20,0.01%
2739,寒舍,769,631,577,489,45.93%,92,5.81%
2748,雲品,795,672,560,465,48.05%,48,4.85%
2753,八方雲集,"1,131",976,853,787,32.81%,13,1.06%
2801,彰銀,"1,734","1,395","1,338","1,253",59.66%,4,0.06%
2809,京城銀,"1,058",906,830,759,52.15%,5,0.50%
2812,台中銀,"1,369","1,173","1,047",883,38.82%,17,0.60%
2816,旺旺保,"1,179","1,025","1,007",781,41.67%,3,1.35%
2820,華票,"1,874","1,542","1,474","1,294",18.75%,0,0.00%
2832,台產,"1,157","1,023","1,009",783,36.98%,4,0.76%
2834,臺企銀,"1,589","1,319","1,283","1,143",46.30%,28,0.52%
2836,高雄銀,"1,607","1,342","1,223","1,104",51.46%,8,0.74%
2838,聯邦銀,"1,013",864,856,744,53.72%,69,1.76%
2845,遠東銀,"1,573","1,308","1,199","1,061",40.00%,1,0.04%
2849,安泰銀,"1,170","1,031",985,824,49.40%,19,1.25%
2850,新產,"1,383","1,263","1,210",898,24.07%,0,0.00%
2851,中再保,"1,927","1,578","1,286","1,263",47.50%,2,1.18%
2852,第一保,"1,226","1,096","1,075",836,13.20%,6,0.70%
2855,統一證,"1,449","1,214","1,137",819,37.50%,18,1.25%
2867,三商壽,"1,090",955,944,820,47.30%,3,0.20%
2880,華南金,"1,662","1,361","1,309","1,135",52.14%,37,0.35%
2881,富邦金,"1,212","1,021","1,315","1,068",56.10%,53,0.34%
2882,國泰金,"1,163","1,017","1,327","1,107",56.40%,79,0.14%
2883,凱基金,"1,449","1,224","1,243","1,025",60.00%,46,0.18%
2884,玉山金,"1,453","1,226","1,210","1,113",40.85%,20,0.22%
2885,元大金,"1,688","1,418","1,252","1,078",53.98%,11,0.10%
2886,兆豐金,"1,996","1,536","1,432","1,173",53.00%,66,0.66%
2887,台新金,"1,464","1,245","1,267","1,038",48.00%,1,0.01%
2888,新光金,"1,127",970,"1,036",872,54.50%,9,0.00%
2889,國票金,"1,520","1,315","1,079",777,5.13%,0,0.00%
2890,永豐金,"1,614","1,351","1,265","1,089",40.37%,22,0.24%
2891,中信金,"1,725","1,496","1,469","1,225",56.70%,32,0.21%
2892,第一金,"1,777","1,516","1,337","1,245",50.40%,17,0.17%
2897,王道銀行,"1,782","1,575","1,279","1,032",45.50%,6,0.55%
2901,欣欣,902,742,633,577,14.81%,0,0.00%
2903,遠百,906,786,743,700,25.49%,1,0.07%
2904,匯僑,"1,248","1,040",703,670,23.08%,0,0.00%
2905,三商,"2,732","2,537",947,814,46.88%,3,0.20%
2906,高林,"1,174","1,018",589,524,47.05%,0,0.00%
2908,特力,"1,169",929,929,816,59.70%,1,0.27%
2910,統領,725,589,560,511,3.77%,0,0.00%
2911,麗嬰房,561,455,471,436,50.00%,0,0.00%
2912,統一超,861,731,"1,009",851,50.16%,20,0.23%
2913,農林,874,690,583,492,44.64%,5,0.91%
2915,潤泰全,881,640,629,422,61.00%,0,0.00%
2923,鼎固-KY,N/A,N/A,N/A,N/A,40.00%,0,0.00%
2929,淘帝-KY,N/A,N/A,N/A,N/A,28.50%,0,0.00%
2939,永邑-KY,N/A,N/A,N/A,N/A,53.66%,0,0.00%
2945,三商家購,439,355,426,358,59.72%,26,0.66%
3002,歐格,"1,281","1,131",746,889,58.82%,0,0.00%
3003,健和興,860,727,687,647,17.48%,2,0.28%
3004,豐達科,"1,062",922,791,715,23.00%,4,0.88%
3005,神基,"3,464","3,231","1,628","1,428",22.60%,11,0.14%
3006,晶豪科,"2,837","2,590","2,585","2,443",23.73%,0,0.00%
3008,大立光,"1,339","1,204","1,244",878,10.00%,17,0.24%
3010,華立,"2,173","1,909","1,428","1,180",11.11%,0,0.00%
3011,今皓,997,860,708,620,13.30%,0,0.00%
3013,晟銘電,"1,419","1,186",998,956,35.00%,40,0.40%
3014,聯陽,"2,306","2,069","2,013","1,891",13.00%,0,0.00%
3015,全漢,"1,177","1,024","1,001",877,30.32%,3,0.40%
3016,嘉晶,"1,307","1,108","1,145","1,050",27.66%,0,0.00%
3017,奇鋐,"1,911","1,682","1,033",909,19.92%,22,0.23%
3018,隆銘綠能,925,760,768,687,0.32%,0,0.00%
3019,亞光,"1,059",897,848,685,13.82%,0,0.00%
3021,鴻名,835,686,722,598,47.05%,0,0.00%
3022,威強電,"1,295","1,137",895,830,22.86%,0,0.00%
3023,信邦,870,736,685,496,46.00%,35,0.77%
3024,憶聲,844,677,586,512,57.14%,0,0.00%
3025,星通,"1,198","1,033",942,792,38.46%,0,0.00%
3026,禾伸堂,"1,019",878,838,665,48.82%,5,0.49%
3027,盛達,981,820,852,762,31.58%,0,0.00%
3028,增你強,"1,338","1,160","1,141","1,003",32.50%,1,0.27%
3029,零壹,"1,419","1,209","1,198",993,51.85%,0,0.00%
3030,德律,"1,580","1,392","1,302","1,139",11.25%,4,0.67%
3031,佰鴻,"1,193","1,040",787,707,22.00%,0,0.00%
3032,偉訓,"1,407","1,218",999,917,30.00%,0,0.00%
3033,威健,"1,762","1,551","1,310","1,174",9.10%,2,0.39%
3034,聯詠,"4,381","4,053","3,959","3,222",7.53%,0,0.00%
3035,智原,"3,108","2,847","2,550","2,072",20.78%,0,0.00%
3036,文曄,"1,988","1,754","1,425","1,096",30.07%,0,0.00%
3037,欣興,"1,357","1,204","1,099",795,19.20%,46,0.27%
3038,全台,801,697,675,570,16.67%,3,0.34%
3040,遠見,"1,229","1,055",725,679,50.00%,0,0.00%
3041,揚智,"2,090","1,842","1,798","1,643",13.00%,0,0.00%
3042,晶技,"1,149","1,045","1,063",808,16.28%,16,1.45%
3043,科風,705,585,508,398,22.73%,0,0.00%
3044,健鼎,"1,079",941,706,492,18.73%,0,0.00%
3045,台灣大,"1,251","1,070","1,097",943,49.00%,3,0.08%
3046,建碁,"1,615","1,268","1,166","1,191",20.80%,0,0.00%
3047,訊舟,"1,337","1,143","1,060",915,20.00%,0,0.00%
3049,精金,838,635,757,655,10.00%,0,0.00%
3050,鈺德,742,607,655,600,37.00%,0,0.00%
3051,力特,777,642,585,545,22.00%,5,0.83%
3052,夆典,"1,103",961,649,562,11.11%,0,0.00%
3054,立萬利,"1,198","1,025",896,792,40.00%,0,0.00%
3055,蔚華科,"2,286","1,992","1,516","1,508",29.17%,1,1.30%
3056,富華新,"2,059","1,813","1,394",799,42.00%,0,0.00%
3057,喬鼎,"1,378","1,179","1,183","1,010",26.00%,0,0.00%
3058,立德,810,667,774,538,21.05%,0,0.00%
3059,華晶科,"2,039","1,835","1,299","1,209",20.00%,3,1.03%
3060,銘異,874,721,643,553,22.00%,1,0.30%
3062,建漢,"1,402","1,200","1,115","1,021",15.56%,0,0.00%
3090,日電貿,"1,446","1,191",872,727,46.34%,0,0.00%
3092,鴻碩,"1,757","1,556",732,652,26.19%,382,16.99%
3094,聯傑,"1,673","1,459","1,209","1,177",16.67%,0,0.00%
3130,一零四,"1,531","1,343","1,285","1,129",59.00%,16,1.77%
3138,耀登,"1,485","1,333","1,551","1,255",32.29%,0,0.00%
3149,正達,767,647,629,557,16.19%,2,0.30%
3164,景岳,774,641,589,514,46.15%,0,0.00%
3167,大量,886,589,689,602,15.38%,0,0.00%
3189,景碩,"1,088",960,940,680,11.10%,32,0.52%
3209,全科,"1,346","1,090","1,201","1,016",7.40%,0,0.00%
3229,晟鈦,686,564,551,481,0.00%,0,0.00%
3231,緯創,"1,622","1,432","1,318","1,107",21.26%,24,0.21%
3257,虹冠電,"1,679","1,496","1,117",942,0.00%,0,0.00%
3266,昇陽,"1,624","1,404","1,164","1,157",20.00%,0,0.00%
3296,勝德,943,791,693,655,39.47%,0,0.00%
3305,昇貿,928,781,736,551,27.00%,0,0.00%
3308,聯德,904,749,662,540,0.00%,0,0.00%
3311,閎暉,776,629,611,421,33.33%,1,0.06%
3312,弘憶股,"1,117",938,918,868,15.38%,0,0.00%
3321,同泰,609,506,514,458,31.82%,16,3.37%
3338,泰碩,"1,000",868,816,728,12.50%,0,0.00%
3346,麗清,"1,238","1,059",871,729,3.25%,0,0.00%
3356,奇偶,"1,169","1,010","1,006",893,26.40%,0,0.00%
3376,新日興,666,581,634,566,23.60%,22,1.02%
3380,明泰,"1,380","1,194","1,116","1,050",26.00%,0,0.00%
3406,玉晶光,"1,178","1,028",889,708,9.57%,22,0.18%
3413,京鼎,"1,742","1,577","1,512","1,222",26.97%,2,0.70%
3416,融程電,995,839,829,690,24.00%,8,1.94%
3419,譁裕,"1,129",973,774,670,21.00%,0,0.00%
3432,台端,"1,396","1,209",753,708,50.00%,0,0.00%
3437,榮創,745,603,660,576,29.66%,7,0.91%
3443,創意,"4,218","3,925","2,706","2,163",13.83%,0,0.00%
3447,展達,"1,822","1,592","1,397","1,204",20.00%,0,0.00%
3450,聯鈞,770,555,619,529,30.00%,7,1.20%
3454,晶睿,"1,205","1,067","1,194","1,014",29.00%,0,0.00%
3481,群創,"1,054",893,892,709,19.61%,263,0.01%
3494,誠研,882,738,617,424,22.22%,1,0.01%
3501,維熹,852,733,662,492,40.00%,1,0.30%
3504,揚明光,927,783,742,571,23.64%,13,1.39%
3515,華擎,"2,231","1,988","1,615","1,358",38.89%,0,0.00%
3518,柏騰,"1,132",962,807,806,23.80%,0,0.00%
3528,安馳,"1,936","1,717","1,170","1,009",26.32%,0,0.00%
3530,晶相光,"2,716","2,443","2,777","1,999",16.67%,0,0.00%
3532,台勝科,"1,307","1,134","1,145","1,094",5.00%,0,0.00%
3533,嘉澤,"2,841","2,563","1,478","1,178",20.30%,0,0.00%
3535,晶彩科,"1,290","1,123","1,066",905,11.11%,0,0.00%
3543,州巧,842,703,672,574,30.30%,7,2.14%
3545,敦泰,"3,770","3,508","1,897","1,536",9.09%,0,0.00%
3550,聯穎,"1,056",890,852,738,29.55%,0,0.00%
3557,嘉威,"2,916","2,670","1,167",881,36.00%,27,0.20%
3563,牧德,"1,300","1,094","1,024",883,20.00%,9,3.26%
3576,聯合再生,895,716,673,526,24.80%,13,0.74%
3583,辛耘,"1,179","1,010",975,817,20.71%,3,0.50%
3588,通嘉,"2,049","1,801","1,645","1,474",14.29%,1,0.57%
3591,艾笛森,993,822,652,482,34.00%,0,0.00%
3592,瑞鼎,"5,382","5,001","4,866","3,719",9.76%,0,0.00%
3593,力銘,992,824,682,680,5.00%,0,0.00%
3596,智易,"1,942","1,719","1,780","1,518",19.00%,0,0.00%
3605,宏致,928,760,796,605,27.90%,7,1.06%
3607,谷崧,750,618,564,478,26.09%,0,0.00%
3617,碩天,"1,621","1,435","1,284","1,132",32.00%,0,0.00%
3622,洋華,"1,211","1,080",820,691,20.45%,0,0.00%
3645,達邁,871,734,778,708,16.67%,0,0.00%
3652,精聯,980,838,836,733,25.00%,5,1.28%
3653,健策,"1,089",989,783,666,24.40%,17,1.00%
3661,世芯-KY,N/A,N/A,N/A,N/A,33.00%,0,0.00%
3665,貿聯-KY,N/A,N/A,N/A,N/A,35.07%,70,0.40%
3669,圓展,"1,190","1,034","1,018",884,20.59%,1,0.19%
3673,TPK-KY,N/A,N/A,N/A,N/A,24.05%,18,0.12%
3679,新至陞,"1,802","1,629",663,613,30.00%,0,0.00%
3686,達能,"1,584","1,322",856,893,16.67%,0,0.00%
3694,海華,"1,419","1,063","1,032",938,2.03%,1,0.11%
3701,大眾控,"3,244","2,976",889,759,25.00%,0,0.00%
3702,大聯大,"2,149","1,923","1,550","1,364",31.35%,0,0.00%
3703,欣陸,"2,212","1,510",885,825,9.60%,1,0.05%
3704,合勤控,"1,525","1,324","1,160",944,28.60%,1,0.00%
3705,永信,"2,024","1,727",785,671,67.00%,0,0.00%
3706,神達,"2,245","2,245","1,234","1,038",25.00%,2,0.11%
3708,上緯投控,"2,796","2,743",681,466,33.33%,1,0.34%
3711,日月光投控,"6,377","5,508","1,001",772,51.52%,100,0.00%
3712,永崴投控,"1,107","1,020","1,089",920,25.00%,0,0.00%
3714,富采,"1,825","1,608",873,698,26.23%,18,0.00%
3715,定穎投控,743,695,0,0,75.00%,0,0.00%
4104,佳醫,"1,214","1,048",941,793,39.40%,0,0.00%
4106,雃博,880,731,793,671,23.00%,6,2.16%
4108,懷特,"1,142",993,761,575,58.82%,0,0.00%
4119,旭富,"1,158",999,841,760,18.18%,1,0.50%
4133,亞諾法,934,789,645,571,40.00%,0,0.00%
4137,麗豐-KY,N/A,N/A,N/A,N/A,70.00%,0,0.00%
4142,國光生,864,745,651,594,29.37%,6,1.05%
4148,全宇生技-KY,N/A,N/A,N/A,N/A,42.00%,7,1.43%
4155,訊映,"1,091",967,797,724,16.67%,0,0.00%
4164,承業醫,"1,672","1,492",994,824,6.30%,5,1.90%
4190,佐登-KY,N/A,N/A,N/A,N/A,0.00%,0,0.00%
4306,炎洲,676,572,574,530,14.00%,0,0.00%
4414,如興,"1,820","1,615",979,778,40.00%,0,0.00%
4426,利勤,628,533,561,537,44.27%,17,2.50%
4438,廣越,"1,151",963,892,806,78.00%,0,0.00%
4439,冠星-KY,N/A,N/A,N/A,N/A,35.71%,0,0.00%
4440,宜新實業,773,668,570,556,0.00%,0,0.00%
4526,東台,834,689,704,649,8.64%,11,1.64%
4532,瑞智,"1,239","1,062",880,786,16.42%,1,0.31%
4536,拓凱,"1,078",922,752,584,19.57%,1,0.31%
4540,全球傳動,706,595,624,562,18.82%,8,0.61%
4545,銘鈺,792,672,607,524,40.00%,7,0.76%
4551,智伸科,"2,253","2,046","1,474","1,213",33.00%,1,0.04%
4552,力達-KY,N/A,N/A,N/A,N/A,20.00%,0,0.00%
4555,氣立,660,539,520,441,25.00%,0,0.00%
4557,永新-KY,N/A,N/A,N/A,N/A,0.00%,4,0.69%
4560,強信-KY,N/A,N/A,N/A,N/A,6.93%,4,0.31%
4562,穎漢,686,582,527,509,49.00%,4,1.30%
4564,元翎,614,498,532,466,30.30%,8,2.80%
4566,時碩工業,"1,144","1,008",853,674,22.70%,3,0.91%
4571,鈞興-KY,N/A,N/A,N/A,N/A,21.81%,5,0.60%
4572,駐龍,771,663,621,567,20.59%,3,1.11%
4576,大銀微系統,"1,105",961,913,803,19.50%,3,0.48%
4581,光隆精密-KY,N/A,N/A,N/A,N/A,19.00%,0,0.00%
4583,台灣精銳,843,743,664,605,28.57%,2,0.29%
4720,德淵,"1,040",870,748,677,28.00%,1,0.46%
4722,國精化,"1,035",880,849,781,10.00%,0,0.00%
4736,泰博,"1,239","1,093",713,572,1.10%,0,0.00%
4737,華廣,655,549,573,495,33.33%,20,1.84%
4739,康普,"1,623","1,462",876,756,10.90%,0,0.00%
4746,台耀,"1,127",980,913,854,32.20%,3,0.35%
4755,三福化,"1,303","1,052",998,884,10.42%,0,0.00%
4763,材料-KY,N/A,N/A,N/A,N/A,7.14%,14,3.23%
4764,雙鍵,"1,052",877,759,704,45.45%,0,0.00%
4766,南寶,"1,122",981,845,717,11.22%,8,1.16%
4770,上品,"1,381","1,223","1,054",827,19.00%,92,19.57%
4807,日成-KY,N/A,N/A,N/A,N/A,41.38%,13,0.44%
4904,遠傳,"1,175",991,995,872,32.52%,0,0.00%
4906,正文,"1,259","1,081","1,087",895,25.21%,3,0.06%
4912,聯德控股-KY,N/A,N/A,N/A,N/A,23.00%,180,32.85%
4915,致伸,"2,252","1,996","1,769","1,544",25.50%,25,0.20%
4916,事欣科,"1,473","1,290",585,623,50.00%,0,0.00%
4919,新唐,"2,045","1,877","1,880","1,441",13.87%,2,0.13%
4927,泰鼎-KY,N/A,N/A,N/A,N/A,0.52%,59,0.80%
4930,燦星網,923,767,842,705,0.00%,0,0.00%
4934,太極,"1,366","1,196",983,854,2.80%,1,0.18%
4935,茂林-KY,N/A,N/A,N/A,N/A,27.90%,0,0.00%
4938,和碩,"1,497","1,264","1,299","1,039",17.57%,15,0.02%
4942,嘉彰,"1,112",980,782,563,20.55%,0,0.00%
4943,康控-KY,N/A,N/A,N/A,N/A,0.00%,0,0.00%
4952,凌通,"2,526","2,284","2,203","2,081",16.70%,0,0.00%
4956,光鋐,682,562,585,522,20.00%,0,0.00%
4958,臻鼎-KY,N/A,N/A,N/A,N/A,14.40%,30,0.07%
4960,誠美材,977,771,734,721,11.11%,10,0.95%
4961,天鈺,"3,017","2,736","2,958","2,225",16.90%,0,0.00%
4967,十銓,762,631,625,545,43.75%,0,0.00%
4968,立積,"1,699","1,485","1,453","1,202",18.30%,0,0.00%
4976,佳凌,629,530,550,523,22.00%,4,0.23%
4977,眾達-KY,N/A,N/A,N/A,N/A,25.00%,0,0.00%
4989,榮科,"1,192",971,985,953,16.67%,0,0.00%
4994,傳奇,"1,055",898,764,679,42.86%,0,0.00%
4999,鑫禾,811,695,694,532,20.00%,0,0.00%
5007,三星,841,697,697,660,9.80%,13,0.93%
5203,訊連,"1,741","1,526","1,501","1,193",14.30%,0,0.00%
5215,科嘉-KY,N/A,N/A,N/A,N/A,29.27%,6,0.38%
5222,全訊,987,832,782,700,0.00%,0,0.00%
5225,東科-KY,N/A,N/A,N/A,N/A,24.00%,0,0.00%
5234,達興材料,"1,695","1,496","1,408","1,102",24.44%,1,0.26%
5243,乙盛-KY,N/A,N/A,N/A,N/A,13.73%,1,0.03%
5244,弘凱,"1,869","1,681","1,218",956,25.00%,0,0.00%
5258,虹堡,"1,053",899,813,645,30.00%,3,0.69%
5269,祥碩,"3,407","3,148","2,361","1,882",11.80%,0,0.00%
5283,禾聯碩,811,684,691,631,15.79%,12,1.58%
5284,jpp-KY,N/A,N/A,N/A,N/A,1.68%,26,2.10%
5285,界霖,665,583,557,508,47.00%,6,1.80%
5288,豐祥-KY,N/A,N/A,N/A,N/A,7.89%,9,0.18%
5306,桂盟,"1,509","1,344",952,755,35.90%,0,0.00%
5388,中磊,"1,495","1,327","1,063",647,17.13%,4,0.24%
5434,崇越,"2,503","2,257","1,787","1,345",30.00%,0,0.00%
5469,瀚宇博,"1,055",892,844,724,19.44%,8,1.17%
5471,松翰,"1,905","1,684","1,747","1,598",16.00%,0,0.00%
5484,慧友,827,676,668,589,23.33%,0,0.00%
5515,建國,"1,040",882,901,755,14.91%,2,0.50%
5519,隆大,"1,690","1,430","1,135","1,082",5.10%,0,0.00%
5521,工信,673,572,574,416,7.89%,1,0.57%
5522,遠雄,"2,315","2,023","1,526","1,443",37.00%,0,0.00%
5525,順天,"1,754","1,583","1,334","1,208",27.00%,0,0.00%
5531,鄉林,"1,197","1,045",710,617,36.59%,0,0.00%
5533,皇鼎,"1,432","1,062",928,800,45.45%,0,0.00%
5534,長虹,"1,583","1,388","1,047","1,001",23.00%,0,0.00%
5538,東明-KY,N/A,N/A,N/A,N/A,41.67%,0,0.00%
5546,永固-KY,N/A,N/A,N/A,N/A,20.00%,0,0.00%
5607,遠雄港,"3,438","3,094","1,016",932,33.33%,0,0.00%
5608,四維航,"2,192","1,992","1,629","1,508",75.00%,0,0.00%
5706,鳳凰,399,296,444,448,50.00%,0,0.00%
5871,中租-KY,N/A,N/A,N/A,N/A,30.76%,6,0.07%
5876,上海商銀,"1,882","1,549","1,367","1,255",28.47%,6,0.20%
5880,合庫金,"1,810","1,462","1,422","1,324",64.70%,8,0.08%
5906,台南-KY,N/A,N/A,N/A,N/A,33.33%,0,0.00%
5907,大洋-KY,N/A,N/A,N/A,N/A,52.00%,0,0.00%
6005,群益證,"1,053",893,863,682,43.75%,2,0.11%
6024,群益期,"1,749","1,587","1,412",966,33.96%,2,0.66%
6108,競國,605,525,472,411,16.70%,0,0.00%
6112,邁達特,"1,153",986,"1,036",826,42.86%,1,0.13%
6115,鎰勝,"1,167","1,025",880,707,22.18%,0,0.00%
6116,彩晶,873,737,828,726,17.45%,39,1.10%
6117,迎廣,739,634,646,528,26.00%,7,0.99%
6120,達運,"1,366","1,163",863,754,18.00%,3,0.50%
6128,上福,804,690,583,500,15.00%,1,0.21%
6133,金橋,913,738,780,684,6.38%,0,0.00%
6136,富爾特,"1,026",898,787,732,34.78%,0,0.00%
6139,亞翔,"1,296","1,129",816,676,17.21%,2,0.42%
6141,柏承,698,579,563,489,0.25%,4,1.01%
6142,友勁,782,641,626,470,31.03%,4,0.65%
6152,百一,"1,223","1,063","1,002",895,0.02%,0,0.00%
6153,嘉聯益,848,689,696,610,16.00%,9,0.33%
6155,鈞寶,676,572,533,469,30.95%,4,1.61%
6164,華興,"1,123",962,630,578,31.25%,0,0.00%
6165,浪凡,"1,846","1,575",420,489,50.00%,0,0.00%
6166,凌華,"1,471","1,278","1,045",950,25.49%,1,0.01%
6168,宏齊,897,764,779,675,29.27%,0,0.00%
6176,瑞儀,"1,921","1,734","1,445","1,043",19.91%,11,1.18%
6177,達麗,"1,224","1,028",774,652,20.00%,0,0.00%
6183,關貿,"1,395","1,209","1,202","1,080",42.00%,0,0.00%
6184,大豐電,883,749,692,570,36.36%,0,0.00%
6189,豐藝,"1,953","1,710","1,198",976,18.18%,0,0.00%
6191,精成科,"2,316","1,965","1,952","1,553",18.92%,0,0.00%
6192,巨路,"1,498","1,322","1,148","1,022",15.09%,1,0.20%
6196,帆宣,"2,169","1,942","1,553","1,254",15.38%,0,0.00%
6197,佳必琪,"1,193","1,041",859,654,50.00%,0,0.00%
6201,亞弘電,743,624,584,520,3.40%,2,0.47%
6202,盛群,"1,873","1,642","1,348","1,642",24.00%,0,0.00%
6205,詮欣,"1,035",905,843,639,43.00%,0,0.00%
6206,飛捷,"1,203","1,071","1,006",738,31.00%,0,0.00%
6209,今國光,627,508,531,483,20.79%,12,1.34%
6213,聯茂,924,777,663,546,12.50%,3,0.78%
6214,精誠,"1,153",961,969,797,24.74%,2,0.10%
6215,和椿,"1,177","1,014","1,000",911,1.38%,4,2.75%
6216,居易,"1,402","1,187","1,073",906,11.86%,0,0.00%
6224,聚鼎,"1,110",945,796,681,21.05%,0,0.00%
6225,天瀚,917,770,991,"1,007",60.00%,0,0.00%
6226,光鼎,"1,054",907,854,695,44.40%,0,0.00%
6230,尼得科超眾,957,815,741,556,2.00%,5,0.70%
6235,華孚,"1,871","1,680",897,702,22.73%,0,0.00%
6239,力成,996,854,863,688,29.70%,14,0.12%
6243,迅杰,"2,066","1,853","1,440","1,327",5.80%,1,1.45%
6257,矽格,"1,025",887,806,631,24.29%,11,0.49%
6269,台郡,852,683,650,578,14.79%,2,0.08%
6271,同欣電,941,822,840,648,6.17%,35,1.29%
6277,宏正,"1,400","1,209","1,203","1,015",15.79%,9,1.00%
6278,台表科,"1,159","1,016",708,576,34.10%,0,0.00%
6281,全國電,922,773,797,738,27.00%,14,0.82%
6282,康舒,"1,290","1,112","1,119",892,16.25%,20,0.27%
6283,淳安,"1,337","1,157",941,894,40.91%,0,0.00%
6285,啟碁,"1,350","1,164","1,157",821,19.10%,9,0.14%
6288,聯嘉,860,709,800,487,18.18%,0,0.00%
6405,悅城,775,644,592,548,24.00%,8,2.90%
6409,旭隼,"3,626","3,381","1,361","1,089",29.51%,6,0.19%
6412,群電,"2,131","1,911","1,771","1,537",20.60%,0,0.00%
6414,樺漢,"2,008","1,806","1,287","1,163",9.00%,0,0.00%
6415,矽力*-KY,N/A,N/A,N/A,N/A,14.24%,0,0.00%
6416,瑞祺電通,983,834,768,644,20.00%,0,0.00%
6426,統新,811,693,661,586,0.00%,1,0.43%
6431,光麗-KY,N/A,N/A,N/A,N/A,37.50%,0,0.00%
6438,迅得,"1,102",970,961,802,4.12%,0,0.00%
6442,光聖,925,814,693,541,26.00%,1,0.20%
6443,元晶,631,502,571,479,7.14%,31,1.64%
6446,藥華藥,"2,009","1,827","1,166",907,40.35%,1,0.35%
6449,鈺邦,"1,591","1,400","1,056",816,34.00%,0,0.00%
6451,訊芯-KY,N/A,N/A,N/A,N/A,42.00%,0,0.00%
6456,GIS-KY,N/A,N/A,N/A,N/A,16.96%,17,0.12%
6464,台數科,"1,586","1,399",578,523,63.64%,0,0.00%
6472,保瑞,"1,534","1,377",726,521,45.00%,0,0.00%
6477,安集,700,582,599,562,60.00%,18,7.00%
6491,晶碩,936,806,814,721,27.00%,26,1.50%
6504,南六,786,625,548,489,22.89%,16,3.75%
6505,台塑化,"1,627","1,435","1,467","1,353",9.45%,1,0.02%
6515,穎崴,"1,689","1,523","1,318","1,105",25.25%,1,0.16%
6525,捷敏-KY,N/A,N/A,N/A,N/A,50.52%,5,0.24%
6531,愛普*,"2,529","2,216","2,055","1,674",35.00%,0,0.00%
6533,晶心科,"1,440","1,214","2,517","2,057",11.48%,0,0.00%
6541,泰福-KY,N/A,N/A,N/A,N/A,27.27%,2,1.05%
6550,北極星藥業-KY,N/A,N/A,N/A,N/A,38.88%,0,0.00%
6552,易華電,568,492,524,471,27.59%,0,0.00%
6558,興能高,"1,343","1,140",883,709,45.50%,0,0.00%
6573,虹揚-KY,N/A,N/A,N/A,N/A,51.00%,0,0.00%
6579,研揚,"1,396","1,258","1,150",959,16.70%,4,0.77%
6581,鋼聯,"1,296","1,119",969,923,16.67%,0,0.00%
6582,申豐,806,644,843,665,33.00%,0,0.00%
6585,鼎基,885,751,743,667,16.67%,10,1.67%
6591,動力-KY,N/A,N/A,N/A,N/A,1.21%,0,0.00%
6592,和潤企業,"1,434","1,224","1,214",978,22.97%,0,0.00%
6598,ABC-KY,N/A,N/A,N/A,N/A,31.25%,0,0.00%
6605,帝寶,763,644,670,635,25.30%,9,0.24%
6606,建德工業,832,700,N/A,N/A,40.00%,1,0.80%
6625,必應,934,808,687,630,35.00%,1,0.34%
6641,基士德-KY,N/A,N/A,N/A,N/A,33.33%,1,0.17%
6655,科定,907,809,766,678,40.44%,5,1.05%
6657,華安,N/A,N/A,N/A,N/A,40.00%,0,0.00%
6666,羅麗芬-KY,N/A,N/A,N/A,N/A,46.15%,0,0.00%
6668,中揚光,775,650,706,609,20.00%,6,0.93%
6669,緯穎,"1,310","1,163","1,260",957,32.78%,8,0.12%
6670,復盛應用,"1,145",971,897,724,21.31%,8,0.82%
6671,三能-KY,N/A,N/A,N/A,N/A,41.11%,8,1.15%
6672,騰輝電子-KY,N/A,N/A,N/A,N/A,15.00%,6,0.73%
6674,鋐寶科技,"1,330","1,157",874,769,19.44%,2,0.01%
6689,伊雲谷,"1,036",869,968,754,38.10%,0,0.00%
6691,洋基工程,"3,107","2,953","1,434","1,150",13.33%,4,0.90%
6695,芯鼎,"1,904","1,678","1,618","1,430",7.00%,0,0.00%
6698,旭暉應材,803,673,616,516,28.00%,2,0.95%
6706,惠特,936,807,898,663,12.73%,14,2.31%
6715,嘉基,"1,778","1,548","1,168","1,069",20.69%,0,0.00%
6719,力智,"2,708","2,456","2,062","1,717",18.18%,0,0.00%
6743,安普新,"1,259","1,098",944,804,21.21%,1,0.74%
6753,龍德造船,766,654,559,644,11.11%,0,0.00%
6754,匯僑設計,"1,197","1,096","1,013",879,29.41%,1,0.66%
6756,威鋒電子,"2,888","2,625","2,502","1,745",15.00%,0,0.00%
6768,志強-KY,N/A,N/A,N/A,N/A,39.00%,1,0.20%
6770,力積電,"2,054","1,845","1,677","1,453",7.00%,1,0.01%
6776,展碁國際,"1,358","1,114","1,074",928,43.60%,0,0.00%
6781,AES-KY,N/A,N/A,N/A,N/A,11.00%,0,0.00%
